,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year
974,989,Superbad,170812526.0,121463226.0,71.1,49349300.0,28.900000000000006,2007
975,990,Spies in Disguise,170785796.0,66476003.0,38.9,104309793.0,61.1,2019
976,991,The Other Guys,170458922.0,119219978.0,69.9,51238944.0,30.099999999999994,2010
977,992,The Specialist,170362582.0,57362582.0,33.7,113000000.0,66.3,1994
978,993,Olympus Has Fallen,170270201.0,98925640.0,58.1,71344561.0,41.9,2013
979,994,Starsky & Hutch,170268750.0,88237754.0,51.8,82030996.0,48.2,2004
980,995,Shall We Dance,170128460.0,57890460.0,34.0,112238000.0,66.0,2004
981,996,Stuart Little 2,169956806.0,64956806.0,38.2,105000000.0,61.8,2002
982,997,Zookeeper,169852759.0,80360843.0,47.3,89491916.0,52.7,2011
983,998,Dumb and Dumber To,169837010.0,86208010.0,50.8,83629000.0,49.2,2014
984,999,Ghost in the Shell,169801921.0,40563557.0,23.9,129238364.0,76.1,2017
985,1000,Seven Pounds,169748929.0,69951824.0,41.2,99797105.0,58.8,2008
986,1001,Meet the Robinsons,169333034.0,97822171.0,57.8,71510863.0,42.2,2007
987,1002,The Emperor's New Groove,169327687.0,89302687.0,52.7,80025000.0,47.3,2000
988,1003,12 Monkeys,168839459.0,57141459.0,33.8,111698000.0,66.2,1995
989,1004,Dodgeball: A True Underdog Story,168423227.0,114326736.0,67.9,54096491.0,32.099999999999994,2004
990,1005,Hellboy II: The Golden Army,168319243.0,75986503.0,45.1,92332740.0,54.9,2008
991,1006,Insidious: The Last Key,167885588.0,67745330.0,40.4,100140258.0,59.6,2018
992,1007,Fantastic Four (2015),167882881.0,56117548.0,33.4,111765333.0,66.6,2015
993,1008,Unstoppable,167805466.0,81562942.0,48.6,86242524.0,51.4,2010
994,1009,Three Men and a Baby,167780960.0,167780960.0,100.0,0.0,0.0,1987
995,1010,Magic Mike,167739368.0,113721571.0,67.8,54017797.0,32.2,2012
996,1011,Alexander,167298192.0,34297191.0,20.5,133001001.0,79.5,2004
997,1012,Up in the Air,166842739.0,83823381.0,50.2,83019358.0,49.8,2009
998,1013,Nutty Professor II: The Klumps,166339890.0,123309890.0,74.1,43030000.0,25.900000000000006,2000
999,1014,Sleepers,165615285.0,53315285.0,32.2,112300000.0,67.8,1996
1000,1015,Bridge of Spies,165478348.0,72313754.0,43.7,93164594.0,56.3,2015
1001,1016,The Princess Diaries,165335153.0,108248956.0,65.5,57086197.0,34.5,2001
1002,1017,The Muppets,165184237.0,88631237.0,53.7,76553000.0,46.3,2011
1003,1018,The Huntsman: Winter's War,164989338.0,48390190.0,29.3,116599148.0,70.7,2016
1004,1019,Saw III,164874275.0,80238724.0,48.7,84635551.0,51.3,2006
1005,1020,Six Days Seven Nights,164839294.0,74339294.0,45.1,90500000.0,54.9,1998
1006,1021,Bringing Down the House,164729679.0,132716677.0,80.6,32013002.0,19.400000000000006,2003
1007,1022,Deep Blue Sea,164648142.0,73648142.0,44.7,91000000.0,55.3,1999
1008,1023,Speed 2: Cruise Control,164508066.0,48608066.0,29.6,115900000.0,70.4,1997
1009,1024,Daddy Day Care,164433867.0,104297061.0,63.4,60136806.0,36.6,2003
1010,1025,Miami Vice,164231296.0,63450470.0,38.6,100780826.0,61.4,2006
1011,1026,The Spiderwick Chronicles,164170327.0,71195053.0,43.4,92975274.0,56.6,2008
1012,1027,The Pink Panther,164115897.0,82226474.0,50.1,81889423.0,49.9,2006
1013,1028,Four Christmases,164112721.0,120146040.0,73.2,43966681.0,26.799999999999997,2008
1014,1029,The Ring Two,163995949.0,76231249.0,46.5,87764700.0,53.5,2005
1015,1031,Burn After Reading,163728902.0,60355347.0,36.9,103373555.0,63.1,2008
1016,1032,Pokémon: The First Movie - Mewtwo Strikes Back,163644662.0,85744662.0,52.4,77900000.0,47.6,1999
1017,1033,The Happening,163403799.0,64506874.0,39.5,98896925.0,60.5,2008
1018,1034,Talladega Nights: The Ballad of Ricky Bobby,163362095.0,148213377.0,90.7,15148718.0,9.299999999999997,2006
1019,1035,World Trade Center,163247198.0,70278893.0,43.0,92968305.0,57.0,2006
1020,1036,The Island,162949164.0,35818913.0,22.0,127130251.0,78.0,2005
1021,1037,The Interpreter,162944923.0,72708161.0,44.6,90236762.0,55.4,2005
1022,1038,Dick Tracy,162738726.0,103738726.0,63.8,59000000.0,36.2,1990
1023,1039,27 Dresses,162655351.0,76808654.0,47.2,85846697.0,52.8,2008
1024,1040,The Magnificent Seven,162360636.0,93432655.0,57.6,68927981.0,42.4,2016
1025,1041,Memoirs of a Geisha,162242962.0,57490508.0,35.4,104752454.0,64.6,2005
1026,1042,Eyes Wide Shut,162238658.0,55691208.0,34.3,106547450.0,65.7,1999
1027,1043,Jack Reacher: Never Go Back,162146076.0,58697076.0,36.2,103449000.0,63.8,2016
1028,1044,Princess Mononoke,162112497.0,4845631.0,3.0,157266866.0,97.0,1999
1029,1045,Insidious: Chapter 2,161919318.0,83586447.0,51.6,78332871.0,48.4,2013
1030,1046,Limitless,161849455.0,79249455.0,49.0,82600000.0,51.0,2011
1031,1047,Scream 3,161834276.0,89143175.0,55.1,72691101.0,44.9,2000
1032,1048,Flight,161772375.0,93772375.0,58.0,68000000.0,42.0,2012
1033,1049,Payback,161626121.0,81526121.0,50.4,80100000.0,49.6,1999
1034,1050,Into the Storm,161502194.0,47602194.0,29.5,113900000.0,70.5,2014
1035,1051,Unbroken,161459297.0,115637895.0,71.6,45821402.0,28.400000000000006,2014
1036,1052,Alien: Resurrection,161376069.0,47795658.0,29.6,113580411.0,70.4,1997
1037,1053,Born on the Fourth of July,161001698.0,70001698.0,43.5,91000000.0,56.5,1989
1038,1054,Freaky Friday,160846332.0,110230332.0,68.5,50616000.0,31.5,2003
1039,1055,Legends of the Fall,160638883.0,66638883.0,41.5,94000000.0,58.5,1994
1040,1056,The Predator,160542134.0,51024708.0,31.8,109517426.0,68.2,2018
1041,1057,Johnny English,160466000.0,28082366.0,17.5,132383634.0,82.5,2003
1042,1058,"Three Billboards Outside Ebbing, Missouri",160192031.0,54513740.0,34.0,105678291.0,66.0,2017
1043,1059,The War of the Roses,160188546.0,86888546.0,54.2,73300000.0,45.8,1989
1044,1060,Underworld Awakening,160112671.0,62321039.0,38.9,97791632.0,61.1,2012
1045,1061,Lara Croft Tomb Raider: The Cradle of Life,160099222.0,65660196.0,41.0,94439026.0,59.0,2003
1046,1062,Johnny English Reborn,160078586.0,8305970.0,5.2,151772616.0,94.8,2011
1047,1063,Alien³,159814498.0,55473545.0,34.7,104340953.0,65.3,1992
1048,1064,Norbit,159814490.0,95673607.0,59.9,64140883.0,40.1,2007
1049,1065,21,159808370.0,81159365.0,50.8,78649005.0,49.2,2008
1050,1066,Stepmom,159710793.0,91137662.0,57.1,68573131.0,42.9,1998
1051,1067,The Sound of Music,159413574.0,159287539.0,99.9,126035.0,0.09999999999999432,1965
1052,1068,The Jackal,159330280.0,54930280.0,34.5,104400000.0,65.5,1997
1053,1069,Step Up 3D,159291809.0,42400223.0,26.6,116891586.0,73.4,2010
1054,1070,Daylight,159212469.0,33023469.0,20.7,126189000.0,79.3,1996
1055,1071,Happy Feet Two,159196259.0,64006466.0,40.2,95189793.0,59.8,2011
1056,1072,Unforgiven,159157447.0,101157447.0,63.6,58000000.0,36.4,1992
1057,1073,Johnny English Strikes Again,158970776.0,4412170.0,2.8,154558606.0,97.2,2018
1058,1074,The Fast and the Furious: Tokyo Drift,158964610.0,62514415.0,39.3,96450195.0,60.7,2006
1059,1075,Focus,158762963.0,53862963.0,33.9,104900000.0,66.1,2015
1060,1076,Sin City,158733820.0,74103820.0,46.7,84630000.0,53.3,2005
1061,1077,Goosebumps,158260952.0,80080379.0,50.6,78180573.0,49.4,2015
1062,1078,Days of Thunder,157920733.0,82670733.0,52.4,75250000.0,47.6,1990
1063,1079,Final Destination 5,157887643.0,42587643.0,27.0,115300000.0,73.0,2011
1064,1080,Don't Breathe,157830487.0,89217875.0,56.5,68612612.0,43.5,2016
1065,1081,Hustlers,157563598.0,104963598.0,66.6,52600000.0,33.400000000000006,2019
1066,1082,Crimson Tide,157387195.0,91387195.0,58.1,66000000.0,41.9,1995
1067,1083,The Book of Eli,157107755.0,94835059.0,60.4,62272696.0,39.6,2010
1068,1084,Ip Man 3,157029618.0,2679437.0,1.7,154350181.0,98.3,2015
1069,1085,P.S. I Love You,156835339.0,53695808.0,34.2,103139531.0,65.8,2007
1070,1086,The Climbers,156759167.0,487157.0,0.3,156272010.0,99.7,2019
1071,1087,The Monuments Men,156706638.0,78031620.0,49.8,78675018.0,50.2,2014
1072,1088,Mystic River,156595191.0,90135191.0,57.6,66460000.0,42.4,2003
1073,1089,Under Siege,156563139.0,83563139.0,53.4,73000000.0,46.6,1992
1074,1090,This Means War,156491279.0,54760791.0,35.0,101730488.0,65.0,2012
1075,1091,Licence to Kill,156167015.0,34667015.0,22.2,121500000.0,77.8,1989
1076,1092,The Sting,156000000.0,156000000.0,100.0,0.0,0.0,1973
1077,1093,Rocky Balboa,155929020.0,70270943.0,45.1,85658077.0,54.9,2006
1078,1094,The Hateful Eight,155760117.0,54117416.0,34.7,101642701.0,65.3,2015
1079,1095,Escape Room,155712077.0,57005601.0,36.6,98706476.0,63.4,2019
1080,1096,Hannah Montana: The Movie,155545279.0,79576189.0,51.2,75969090.0,48.8,2009
1081,1097,Monster-in-Law,155457327.0,82931301.0,53.4,72526026.0,46.6,2005
1082,1098,Dreamgirls,155430335.0,103365956.0,66.5,52064379.0,33.5,2006
1083,1099,The Accountant,155160045.0,86260045.0,55.6,68900000.0,44.4,2016
1084,1101,Blade II,155010032.0,82348319.0,53.1,72661713.0,46.9,2002
1085,1102,Maid in Manhattan,154906693.0,94011225.0,60.7,60895468.0,39.3,2002
1086,1103,Cool Runnings,154856263.0,68856263.0,44.5,86000000.0,55.5,1993
1087,1104,Lone Survivor,154802912.0,125095601.0,80.8,29707311.0,19.200000000000003,2013
1088,1105,Green Zone,154711438.0,35053660.0,22.7,119657778.0,77.3,2009
1089,1106,The Angry Birds Movie 2,154674930.0,41667116.0,26.9,113007814.0,73.1,2019
1090,1107,The Phantom of the Opera,154648887.0,51268815.0,33.2,103380072.0,66.8,2004
1091,1108,Ride Along,154468902.0,134938200.0,87.4,19530702.0,12.599999999999994,2014
1092,1109,Kill Bill: Vol. 2,154116796.0,66208183.0,43.0,87908613.0,57.0,2004
1093,1110,Midnight in Paris,154056033.0,56817045.0,36.9,97238988.0,63.1,2011
1094,1111,The Town,154026136.0,92186262.0,59.8,61839874.0,40.2,2010
1095,1112,Yesterday,153712841.0,73286650.0,47.7,80426191.0,52.3,2019
1096,1113,Free Willy,153698625.0,77698625.0,50.6,76000000.0,49.4,1993
1097,1114,Another 48 Hrs.,153518974.0,80818974.0,52.6,72700000.0,47.4,1990
1098,1115,Sweeney Todd: The Demon Barber of Fleet Street,153383627.0,52898073.0,34.5,100485554.0,65.5,2007
1099,1116,Gremlins,153334030.0,153083102.0,99.8,250928.0,0.20000000000000284,1984
1100,1118,The Devil's Advocate,152944660.0,60944660.0,39.8,92000000.0,60.2,1997
1101,1119,Tower Heist,152930623.0,78046570.0,51.0,74884053.0,49.0,2011
1102,1120,Duckweed,152894264.0,471575.0,0.3,152422689.0,99.7,2017
1103,1121,Chocolat,152699946.0,71509363.0,46.8,81190583.0,53.2,2000
1104,1122,Backdraft,152368585.0,77868585.0,51.1,74500000.0,48.9,1991
1105,1123,A Time to Kill,152266007.0,108766007.0,71.4,43500000.0,28.599999999999994,1996
1106,1124,Date Night,152263880.0,98711404.0,64.8,53552476.0,35.2,2010
1107,1125,Vantage Point,152039882.0,72266306.0,47.5,79773576.0,52.5,2008
1108,1126,Phenomenon,152036382.0,104636382.0,68.8,47400000.0,31.200000000000003,1996
1109,1127,Congo,152022101.0,81022101.0,53.3,71000000.0,46.7,1995
1110,1128,Surf's Up,152005713.0,58867694.0,38.7,93138019.0,61.3,2007
1111,1129,Big,151927281.0,115227281.0,75.8,36700000.0,24.200000000000003,1988
1112,1130,Romeo + Juliet,151841661.0,46351345.0,30.5,105490316.0,69.5,1996
1113,1131,Bad Grandpa,151826547.0,102003019.0,67.2,49823528.0,32.8,2013
1114,1132,47 Ronin,151783839.0,38362475.0,25.3,113421364.0,74.7,2013
1115,1133,Red Sparrow,151572634.0,46874505.0,30.9,104698129.0,69.1,2018
1116,1134,The Bone Collector,151493655.0,66518655.0,43.9,84975000.0,56.1,1999
1117,1135,Step Up 2: The Streets,150988382.0,58017783.0,38.4,92970599.0,61.6,2008
1118,1136,Darkest Hour,150847207.0,56468410.0,37.4,94378797.0,62.6,2017
1119,1137,Gods of Egypt,150680864.0,31153464.0,20.7,119527400.0,79.3,2015
1120,1138,Broken Arrow,150270147.0,70770147.0,47.1,79500000.0,52.9,1996
1121,1139,The Taking of Pelham 123,150166126.0,65452312.0,43.6,84713814.0,56.4,2009
1122,1140,I Am Number Four,149878437.0,55100437.0,36.8,94778000.0,63.2,2011
1123,1141,The General's Daughter,149705852.0,102705852.0,68.6,47000000.0,31.400000000000006,1999
1124,1142,Jack and Jill,149673788.0,74158157.0,49.6,75515631.0,50.4,2011
1125,1143,Friends with Benefits,149542245.0,55802754.0,37.3,93739491.0,62.7,2011
1126,1144,Beverly Hills Chihuahua,149292488.0,94514402.0,63.3,54778086.0,36.7,2008
1127,1145,"Me, Myself & Irene",149270999.0,90570999.0,60.7,58700000.0,39.3,2000
1128,1146,No Strings Attached,149228077.0,70662220.0,47.4,78565857.0,52.6,2011
1129,1147,The Secret World of Arrietty,149184563.0,19587032.0,13.1,129597531.0,86.9,2010
1130,1148,Death Becomes Her,149022650.0,58422650.0,39.2,90600000.0,60.8,1992
1131,1149,Charlotte's Web,148963822.0,82985708.0,55.7,65978114.0,44.3,2006
1132,1150,Lights Out,148868835.0,67268835.0,45.2,81600000.0,54.8,2016
1133,1151,King Arthur: Legend of the Sword,148675066.0,39175066.0,26.4,109500000.0,73.6,2017
1134,1152,Seabiscuit,148336445.0,120277854.0,81.1,28058591.0,18.900000000000006,2003
1135,1153,RED 2,148075565.0,53262560.0,36.0,94813005.0,64.0,2013
1136,1154,Spy Kids,147934180.0,112719001.0,76.2,35215179.0,23.799999999999997,2001
1137,1155,The Game Plan,147880543.0,90648202.0,61.3,57232341.0,38.7,2007
1138,1156,The Mexican,147845033.0,66845033.0,45.2,81000000.0,54.8,2001
1139,1157,Saw II,147748505.0,87039965.0,58.9,60708540.0,41.1,2005
1140,1158,Resident Evil: Extinction,147717833.0,50648679.0,34.3,97069154.0,65.7,2007
1141,1159,Angel Has Fallen,147501990.0,69030436.0,46.8,78471554.0,53.2,2019
1142,1160,Arthur Christmas,147419472.0,46462469.0,31.5,100957003.0,68.5,2011
1143,1161,Source Code,147332697.0,54712227.0,37.1,92620470.0,62.9,2011
1144,1162,Beethoven,147214049.0,57114049.0,38.8,90100000.0,61.2,1992
1145,1163,Swordfish,147080413.0,69772969.0,47.4,77307444.0,52.6,2001
1146,1164,Planes: Fire & Rescue,146965787.0,59165787.0,40.3,87800000.0,59.7,2014
1147,1165,The Last Witch Hunter,146936910.0,27367660.0,18.6,119569250.0,81.4,2015
1148,1166,Mama,146428180.0,71628180.0,48.9,74800000.0,51.1,2013
1149,1167,Star Trek: First Contact,146027888.0,92027888.0,63.0,54000000.0,37.0,1996
1150,1168,Music and Lyrics,145896422.0,50572589.0,34.7,95323833.0,65.3,2007
1151,1169,Oceans,145880559.0,19422319.0,13.3,126458240.0,86.7,2009
1152,1171,Driving Miss Daisy,145793296.0,106593296.0,73.1,39200000.0,26.900000000000006,1989
1153,1172,Blades of Glory,145710347.0,118594548.0,81.4,27115799.0,18.599999999999994,2007
1154,1173,The Foreigner,145374099.0,34393507.0,23.7,110980592.0,76.3,2017
1155,1174,Home on the Range,145358062.0,50030461.0,34.4,95327601.0,65.6,2004
1156,1175,The Exorcism of Emily Rose,145166804.0,75072454.0,51.7,70094350.0,48.3,2005
1157,1176,"Crazy, Stupid, Love.",145051197.0,84351197.0,58.2,60700000.0,41.8,2011
1158,1177,Herbie Fully Loaded,144146816.0,66023816.0,45.8,78123000.0,54.2,2005
1159,1178,The Beach,144056873.0,39785027.0,27.6,104271846.0,72.4,2000
1160,1179,Pete's Dragon,143695338.0,76233151.0,53.0,67462187.0,47.0,2016
1161,1180,Garfield: A Tail of Two Kitties,143325970.0,28426747.0,19.8,114899223.0,80.2,2006
1162,1181,Spy Game,143049560.0,62362560.0,43.6,80687000.0,56.4,2001
1163,1182,More Than Blue,142958164.0,722669.0,0.5,142235495.0,99.5,2018
1164,1183,Meet Joe Black,142940100.0,44619100.0,31.2,98321000.0,68.8,1998
1165,1184,Paranormal Activity 4,142802657.0,53885000.0,37.7,88917657.0,62.3,2012
1166,1185,The Legend of Zorro,142400065.0,46464023.0,32.6,95936042.0,67.4,2005
1167,1186,Power Rangers,142337240.0,85364450.0,60.0,56972790.0,40.0,2017
1168,1187,New Year's Eve,142044638.0,54544638.0,38.4,87500000.0,61.6,2011
1169,1188,Monster House,141861243.0,73661010.0,51.9,68200233.0,48.1,2006
1170,1189,Legally Blonde,141774679.0,96520674.0,68.1,45254005.0,31.900000000000006,2001
1171,1190,The Taking of Tiger Mountain,141654055.0,228984.0,0.2,141425071.0,99.8,2014
1172,1191,National Lampoon's Animal House,141600000.0,141600000.0,100.0,0.0,0.0,1978
1173,1192,Gothika,141591324.0,59694580.0,42.2,81896744.0,57.8,2003
1174,1193,Big Momma's House 2,141522961.0,70165972.0,49.6,71356989.0,50.4,2006
1175,1194,Die Hard,141482154.0,83519093.0,59.0,57963061.0,41.0,1988
1176,1195,Bad Boys,141407024.0,65807024.0,46.5,75600000.0,53.5,1995
1177,1196,Mona Lisa Smile,141337989.0,63860942.0,45.2,77477047.0,54.8,2003
1178,1197,Scary Movie 2,141220678.0,71308997.0,50.5,69911681.0,49.5,2001
1179,1198,Shallow Hal,141069860.0,70839203.0,50.2,70230657.0,49.8,2001
1180,1199,The SpongeBob SquarePants Movie,141067127.0,85417988.0,60.6,55649139.0,39.4,2004
1181,1200,Evita,141047179.0,50047179.0,35.5,91000000.0,64.5,1996
1182,1201,The Rugrats Movie,140894675.0,100494675.0,71.3,40400000.0,28.700000000000003,1998
1183,1202,The Devil's Own,140807547.0,42868348.0,30.4,97939199.0,69.6,1997
1184,1203,Trainwreck,140795793.0,110212700.0,78.3,30583093.0,21.700000000000003,2015
1185,1204,Sausage Party,140705322.0,97685686.0,69.4,43019636.0,30.599999999999994,2016
1186,1205,Girls Trip,140552359.0,115171585.0,81.9,25380774.0,18.099999999999994,2017
1187,1206,Step Up Revolution,140470746.0,35074677.0,25.0,105396069.0,75.0,2012
1188,1207,Lion,140312928.0,51738905.0,36.9,88574023.0,63.1,2016
1189,1208,Sommersby,140081992.0,50081992.0,35.8,90000000.0,64.2,1993
1190,1209,Legend of the Guardians: The Owls of Ga'Hoole,140073390.0,55675313.0,39.8,84398077.0,60.2,2010
1191,1210,Hoodwinked!,139998200.0,61530390.0,44.0,78467810.0,56.0,2005
1192,1211,Anastasia,139804348.0,58406347.0,41.8,81398001.0,58.2,1997
1193,1212,The Wolfman,139789765.0,61979680.0,44.3,77810085.0,55.7,2010
1194,1213,Saw IV,139352633.0,63300095.0,45.4,76052538.0,54.6,2007
1195,1214,Mr. Six,139191345.0,1415450.0,1.0,137775895.0,99.0,2015
1196,1215,Brüno,138805831.0,60054530.0,43.3,78751301.0,56.7,2009
1197,1216,Bird on a Wire,138697012.0,70978012.0,51.2,67719000.0,48.8,1990
1198,1217,Platoon,138545632.0,138530565.0,100.0,15067.0,0.0,1986
1199,1218,Nine Months,138510230.0,69684532.0,50.3,68825698.0,49.7,1995
1200,1219,The Admiral,138342258.0,2589811.0,1.9,135752447.0,98.1,2014
1201,1220,America's Sweethearts,138307673.0,93607673.0,67.7,44700000.0,32.3,2001
1202,1221,Let's Be Cops,138224951.0,82390774.0,59.6,55834177.0,40.4,2014
1203,1222,Far and Away,137783840.0,58883840.0,42.7,78900000.0,57.3,1992
1204,1223,Bridge to Terabithia,137587063.0,82272442.0,59.8,55314621.0,40.2,2007
1205,1224,Stardust,137515140.0,38634938.0,28.1,98880202.0,71.9,2007
1206,1225,Escape Plan,137328301.0,25135965.0,18.3,112192336.0,81.7,2013
1207,1226,Last Action Hero,137298489.0,50016394.0,36.4,87282095.0,63.6,1993
1208,1227,The First Purge,137056262.0,69488745.0,50.7,67567517.0,49.3,2018
1209,1228,Conspiracy Theory,136982834.0,75982834.0,55.5,61000000.0,44.5,1997
1210,1229,Anaconda,136885767.0,65885767.0,48.1,71000000.0,51.9,1997
1211,1230,Annie,136853506.0,85911262.0,62.8,50942244.0,37.2,2014
1212,1231,The Best Exotic Marigold Hotel,136836156.0,46412041.0,33.9,90424115.0,66.1,2012
1213,1232,How Long Will I Love U,136796719.0,746933.0,0.6,136049786.0,99.4,2018
1214,1233,The Godfather: Part III,136766062.0,66666062.0,48.7,70100000.0,51.3,1990
1215,1234,Remember the Titans,136706683.0,115654751.0,84.6,21051932.0,15.400000000000006,2000
1216,1236,Contagion,136515867.0,75658097.0,55.4,60857770.0,44.6,2011
1217,1237,The Wind Rises,136454220.0,5209580.0,3.8,131244640.0,96.2,2012
1218,1238,The Bounty Hunter,136333522.0,67061228.0,49.2,69272294.0,50.8,2010
1219,1239,17 Again,136316880.0,64167069.0,47.1,72149811.0,52.9,2009
1220,1240,Lost in Space,136159423.0,69117629.0,50.8,67041794.0,49.2,1998
1221,1241,Saw: The Final Chapter,136150434.0,45710178.0,33.6,90440256.0,66.4,2010
1222,1242,Unknown,135710029.0,63686397.0,46.9,72023632.0,53.1,2011
1223,1243,Jack Ryan: Shadow Recruit,135503748.0,50577412.0,37.3,84926336.0,62.7,2014
1224,1244,Babel,135330182.0,34302837.0,25.4,101027345.0,74.6,2006
1225,1245,A Perfect World,135130999.0,31130999.0,23.0,104000000.0,77.0,1993
1226,1246,Perfume: The Story of a Murderer,135039924.0,2223293.0,1.6,132816631.0,98.4,2006
1227,1247,American Made,134866593.0,51342000.0,38.1,83524593.0,61.9,2017
1228,1248,Wall Street: Money Never Sleeps,134748021.0,52474616.0,38.9,82273405.0,61.1,2010
1229,1249,The Princess Diaries 2: Royal Engagement,134734481.0,95170481.0,70.6,39564000.0,29.400000000000006,2004
1230,1250,Sense and Sensibility,134582776.0,43182776.0,32.1,91400000.0,67.9,1995
1231,1251,Last Vegas,134409025.0,63914167.0,47.6,70494858.0,52.4,2012
1232,1252,Inspector Gadget,134403112.0,97403112.0,72.5,37000000.0,27.5,1999
1233,1253,Black Rain,134212055.0,46212055.0,34.4,88000000.0,65.6,1989
1234,1254,Scent of a Woman,134095253.0,63095253.0,47.0,71000000.0,53.0,1992
1235,1255,The Cat in the Hat,133960541.0,101149285.0,75.5,32811256.0,24.5,2003
1236,1256,Pokémon the Movie 2000,133949270.0,43758684.0,32.7,90190586.0,67.3,2000
1237,1257,Hot Shots! Part Deux,133752825.0,38922972.0,29.1,94829853.0,70.9,1993
1238,1258,Point Break,133718711.0,28782481.0,21.5,104936230.0,78.5,2015
1239,1259,The Big Short,133440870.0,70259870.0,52.6,63181000.0,47.4,2015
1240,1260,The Artist,133432856.0,44671682.0,33.5,88761174.0,66.5,2011
1241,1261,1408,132963417.0,71985628.0,54.1,60977789.0,45.9,2007
1242,1262,Zero Dark Thirty,132820716.0,95720716.0,72.1,37100000.0,27.900000000000006,2012
1243,1263,Ad Astra,132807427.0,50188370.0,37.8,82619057.0,62.2,2019
1244,1264,A Wrinkle in Time,132675864.0,100478608.0,75.7,32197256.0,24.299999999999997,2018
1245,1265,Ghost Rider: Spirit of Vengeance,132563930.0,51774002.0,39.1,80789928.0,60.9,2012
1246,1266,V for Vendetta,132511035.0,70511035.0,53.2,62000000.0,46.8,2006
1247,1267,A League of Their Own,132440069.0,107533928.0,81.2,24906141.0,18.799999999999997,1992
1248,1268,The Three Musketeers,132274484.0,20374484.0,15.4,111900000.0,84.6,2011
1249,1269,Blade: Trinity,131977904.0,52411906.0,39.7,79565998.0,60.3,2004
1250,1270,2 Guns,131940411.0,75612460.0,57.3,56327951.0,42.7,2013
1251,1272,Save the Last Dance,131706809.0,91057006.0,69.1,40649803.0,30.900000000000006,2001
1252,1273,Seven Years in Tibet,131457682.0,37957682.0,28.9,93500000.0,71.1,1997
1253,1274,The House with a Clock in Its Walls,131457147.0,68549695.0,52.2,62907452.0,47.8,2018
1254,1275,Bewitched,131426169.0,63313159.0,48.2,68113010.0,51.8,2005
1255,1276,Aliens,131335326.0,85160248.0,64.8,46175078.0,35.2,1986
1256,1277,Blade,131183530.0,70087718.0,53.4,61095812.0,46.6,1998
1257,1278,School of Rock,131095614.0,81261177.0,62.0,49834437.0,38.0,2003
1258,1279,Boomerang,131052444.0,70052444.0,53.4,61000000.0,46.6,1992
1259,1280,Atonement,131016624.0,50927067.0,38.9,80089557.0,61.1,2007
1260,1281,Wolf,131002597.0,65002597.0,49.6,66000000.0,50.4,1994
1261,1282,Munich,130982129.0,47403685.0,36.2,83578444.0,63.8,2005
1262,1283,Man on Fire,130834852.0,77911774.0,59.6,52923078.0,40.4,2004
1263,1284,"You, Me and Dupree",130628903.0,75628110.0,57.9,55000793.0,42.1,2006
1264,1285,A Bad Moms Christmas,130560428.0,72110659.0,55.2,58449769.0,44.8,2017
1265,1286,About a Boy,130549455.0,41385278.0,31.7,89164177.0,68.3,2002
1266,1287,Cloud Atlas,130482868.0,27108272.0,20.8,103374596.0,79.2,2012
1267,1288,Aliens vs. Predator: Requiem,130290885.0,41797066.0,32.1,88493819.0,67.9,2007
1268,1289,Failure to Launch,130224158.0,88715192.0,68.1,41508966.0,31.900000000000006,2006
1269,1290,Cheaper by the Dozen 2,130154568.0,82571173.0,63.4,47583395.0,36.6,2005
1270,1291,Mean Girls,130125829.0,86058055.0,66.1,44067774.0,33.900000000000006,2004
1271,1292,Jingle All the Way,129832389.0,60592389.0,46.7,69240000.0,53.3,1996
1272,1293,An Officer and a Gentleman,129795554.0,129795554.0,100.0,0.0,0.0,1982
1273,1294,Red Cliff,129710514.0,627047.0,0.5,129083467.0,99.5,2008
1274,1295,Julie & Julia,129540522.0,94125426.0,72.7,35415096.0,27.299999999999997,2009
1275,1296,Resident Evil: Apocalypse,129342769.0,51201453.0,39.6,78141316.0,60.4,2004
1276,1297,The Fighter,129190869.0,93617009.0,72.5,35573860.0,27.5,2009
1277,1298,The Woman in Black,128955898.0,54333290.0,42.1,74622608.0,57.9,2012
1278,1299,Space Cowboys,128884132.0,90464773.0,70.2,38419359.0,29.799999999999997,2000
1279,1300,The Talented Mr. Ripley,128798265.0,81298265.0,63.1,47500000.0,36.9,1999
1280,1301,The Forbidden Kingdom,128792411.0,52075270.0,40.4,76717141.0,59.6,2008
1281,1302,The Heartbreak Kid,128453183.0,36787257.0,28.6,91665926.0,71.4,2007
1282,1303,Pan,128388320.0,35088320.0,27.3,93300000.0,72.7,2015
1283,1304,Space Station 3D,128363881.0,93383953.0,72.8,34979928.0,27.200000000000003,2002
1284,1305,Step Brothers,128107642.0,100468793.0,78.4,27638849.0,21.599999999999994,2008
1285,1306,A Perfect Murder,128038368.0,67638368.0,52.8,60400000.0,47.2,1998
1286,1307,Asterix and Obelix Meet Cleopatra,128027976.0,3115188.0,2.4,124912788.0,97.6,2002
1287,1308,Blended,127994610.0,46294610.0,36.2,81700000.0,63.8,2014
1288,1309,Everest,127990128.0,87178599.0,68.1,40811529.0,31.900000000000006,1998
1289,1310,Forever Young,127956187.0,55956187.0,43.7,72000000.0,56.3,1992
