,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,IMDb Score,Movie Facebook Likes
283,401,National Treasure,347512318.0,173008894.0,49.8,174503424.0,50.2,2004,131.0,226.0,12000.0,Action|Adventure|Comedy|Family|Mystery,255447,13679,English,USA,PG,6.9,0
284,402,Rush Hour 2,347325802.0,226164286.0,65.1,121161516.0,34.90000000000001,2001,90.0,420.0,191.0,Action|Comedy|Crime|Thriller,160440,664,English,USA,PG-13,6.6,0
285,405,Pocahontas,346079773.0,141579773.0,40.9,204500000.0,59.1,1995,84.0,12.0,23000.0,Adventure|Animation|Drama|Family|History|Musical|Romance,119675,26754,English,USA,G,6.6,0
286,406,How the Grinch Stole Christmas,345141403.0,260044825.0,75.3,85096578.0,24.700000000000006,2000,110.0,2000.0,1000.0,Comedy|Family|Fantasy,141414,4146,English,USA,PG,6.0,0
287,407,Star Trek Beyond,343471816.0,158848340.0,46.2,184623476.0,53.8,2016,122.0,681.0,998.0,Action|Adventure|Sci-Fi|Thriller,53607,1327,English,USA,PG-13,7.5,30000
288,408,Alvin and the Chipmunks: Chipwrecked,342695435.0,133110742.0,38.8,209584693.0,61.2,2011,87.0,31.0,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Music,22838,4073,English,USA,G,4.4,0
289,409,Wanted,342463063.0,134508551.0,39.3,207954512.0,60.7,2008,110.0,335.0,11000.0,Action|Crime|Fantasy|Thriller,299852,25763,English,USA,R,6.7,0
290,410,The Flintstones,341631208.0,130531208.0,38.2,211100000.0,61.8,1994,91.0,32.0,924.0,Comedy|Family|Fantasy,60884,3244,English,USA,PG,4.8,0
291,412,Enchanted,340487652.0,127807262.0,37.5,212680390.0,62.5,2007,107.0,36.0,283.0,Animation|Comedy|Family|Fantasy|Musical|Romance,142496,662,English,USA,PG,7.1,0
292,413,Over the Hedge,339795890.0,155019340.0,45.6,184776550.0,54.4,2006,83.0,12.0,13000.0,Adventure|Animation|Comedy|Family,127345,22813,English,USA,PG,6.8,0
293,414,300: Rise of an Empire,337580051.0,106580051.0,31.6,231000000.0,68.4,2014,102.0,263.0,6000.0,Action|Drama|Fantasy|War,225273,10583,English,USA,R,6.2,71000
294,415,Batman Forever,336567531.0,184069126.0,54.7,152498405.0,45.3,1995,121.0,541.0,920.0,Action|Adventure|Fantasy,190786,2880,English,USA,PG-13,5.4,0
295,416,Prince of Persia: The Sands of Time,336365676.0,90759676.0,27.0,245606000.0,73.0,2009,116.0,179.0,15000.0,Action|Adventure|Fantasy|Romance,222403,16149,English,USA,PG-13,6.6,23000
296,417,Back to the Future Part II,335949377.0,119000002.0,35.4,216949375.0,64.6,1989,108.0,0.0,1000.0,Adventure|Comedy|Sci-Fi,340085,3660,English,USA,PG,7.8,12000
297,418,The Curious Case of Benjamin Button,335802786.0,127509326.0,38.0,208293460.0,62.0,2008,166.0,21000.0,11000.0,Drama|Fantasy|Romance,459346,13333,English,USA,PG-13,7.8,23000
298,419,Journey 2: The Mysterious Island,335260290.0,103860290.0,31.0,231400000.0,69.0,2012,94.0,62.0,14000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,67296,27842,English,USA,PG,5.8,0
299,420,The Rock,335062621.0,134069511.0,40.0,200993110.0,60.0,1996,136.0,0.0,12000.0,Action|Adventure|Thriller,259492,15999,English,USA,R,7.4,51000
300,422,Now You See Me 2,334897606.0,65075540.0,19.4,269822066.0,80.6,2016,129.0,209.0,11000.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,40862,23031,English,USA,PG-13,6.9,15000
301,424,Fantastic Four,333535934.0,154696080.0,46.4,178839854.0,53.6,2005,100.0,128.0,596.0,Action|Adventure|Sci-Fi,110486,1261,English,USA,PG-13,4.3,41000
302,425,Indiana Jones and the Temple of Doom,333107271.0,179870271.0,54.0,153237000.0,46.0,1984,118.0,14000.0,11000.0,Action|Adventure,329969,11898,English,USA,PG,7.6,0
303,426,Tomorrow Never Dies,333011068.0,125304276.0,37.6,207706792.0,62.4,1997,119.0,55.0,811.0,Action|Adventure|Thriller,149680,2958,English,UK,PG-13,6.5,0
304,427,The Good Dinosaur,332207671.0,123087120.0,37.0,209120551.0,63.0,2015,93.0,113.0,275.0,Adventure|Animation|Comedy|Family|Fantasy,62836,696,English,USA,PG,6.8,20000
305,428,22 Jump Street,331333876.0,191719337.0,57.9,139614539.0,42.1,2014,112.0,97.0,17000.0,Action|Comedy|Crime,258186,19428,English,USA,R,7.1,24000
306,429,Meet the Parents,330444045.0,166244045.0,50.3,164200000.0,49.7,2000,108.0,116.0,22000.0,Comedy,260442,24286,English,USA,PG-13,7.0,0
307,431,Black Swan,329398046.0,106954678.0,32.5,222443368.0,67.5,2010,108.0,0.0,20000.0,Drama|Thriller,551363,38072,English,USA,R,8.0,106000
308,433,The Perfect Storm,328718434.0,182618434.0,55.6,146100000.0,44.4,2000,130.0,249.0,784.0,Action|Adventure|Drama|Thriller,133076,2684,English,USA,PG-13,6.4,0
309,434,Crocodile Dundee,328203506.0,174803506.0,53.3,153400000.0,46.7,1986,93.0,4.0,442.0,Adventure|Comedy,74743,822,English,Australia,PG-13,6.5,0
310,435,The Devil Wears Prada,327893740.0,124740460.0,38.0,203153280.0,62.0,2006,109.0,64.0,11000.0,Comedy|Drama|Romance,286178,23923,English,USA,PG-13,6.8,0
311,437,Se7en,327333559.0,100125643.0,30.6,227207916.0,69.4,1995,127.0,21000.0,11000.0,Crime|Drama|Mystery|Thriller,1023511,22678,English,USA,R,8.6,39000
312,439,Taken 3,326479141.0,89256424.0,27.3,237222717.0,72.7,2015,115.0,118.0,14000.0,Action|Thriller,133436,16967,English,France,PG-13,6.0,38000
313,440,The Hunchback of Notre Dame,325338851.0,100138851.0,30.8,225200000.0,69.2,1996,91.0,21.0,2000.0,Animation|Drama|Family|Musical|Romance,102933,4842,English,USA,G,6.9,0
314,441,A Christmas Carol,325286646.0,137855863.0,42.4,187430783.0,57.6,2009,96.0,0.0,18000.0,Animation|Drama|Family|Fantasy,72809,48878,English,USA,PG,6.8,0
315,442,The SpongeBob Movie: Sponge Out of Water,325186032.0,162994032.0,50.1,162192000.0,49.9,2015,92.0,5.0,870.0,Adventure|Animation|Comedy|Family|Fantasy,34359,5217,English,USA,PG,6.0,16000
316,443,Schindler's List,322243445.0,96898818.0,30.1,225344627.0,69.9,1993,185.0,14000.0,14000.0,Biography|Drama|History,865020,15233,English,USA,R,8.9,41000
317,444,Megamind,321885765.0,148415853.0,46.1,173469912.0,53.9,2010,95.0,96.0,24000.0,Action|Animation|Comedy|Family|Sci-Fi,172754,46120,English,USA,PG,7.3,13000
318,445,Lethal Weapon 3,321731527.0,144731527.0,45.0,177000000.0,55.0,1992,121.0,503.0,808.0,Action|Crime|Thriller,128010,1446,English,USA,R,6.7,0
319,446,The Ugly Truth,321682600.0,88915214.0,27.6,232767386.0,72.4,2009,96.0,126.0,18000.0,Comedy|Romance,163665,22436,English,USA,R,6.5,9000
320,447,Robin Hood,321669741.0,105269730.0,32.7,216400011.0,67.3,2010,156.0,0.0,891.0,Action|Adventure|Drama|History,211765,3244,English,USA,PG-13,6.7,17000
321,448,Inglourious Basterds,321455689.0,120540719.0,37.5,200914970.0,62.5,2009,153.0,16000.0,13000.0,Adventure|Drama|War,885175,36741,English,USA,R,8.3,42000
322,450,The Conjuring 2,320392818.0,102470008.0,32.0,217922810.0,68.0,2016,134.0,0.0,1000.0,Horror|Mystery|Thriller,64989,2676,English,USA,R,7.8,40000
323,451,Fatal Attraction,320145693.0,156645693.0,48.9,163500000.0,51.1,1987,119.0,213.0,886.0,Drama|Romance|Thriller,55101,1639,English,USA,R,6.9,3000
324,452,The Last Airbender,319713881.0,131772187.0,41.2,187941694.0,58.8,2010,103.0,0.0,1000.0,Action|Adventure|Family|Fantasy,118951,2857,English,USA,PG,4.2,18000
325,453,The Conjuring,319494638.0,137400141.0,43.0,182094497.0,57.0,2013,112.0,0.0,6000.0,Horror|Mystery|Thriller,300110,9049,English,USA,R,7.5,131000
326,454,The Proposal,317375031.0,163958031.0,51.7,153417000.0,48.3,2009,108.0,98.0,16000.0,Comedy|Drama|Romance,227824,18656,English,USA,PG-13,6.7,10000
327,455,A Beautiful Mind,316791257.0,170742341.0,53.9,146048916.0,46.1,2001,135.0,2000.0,1000.0,Biography|Drama,610568,2827,English,USA,PG-13,8.2,29000
328,456,Beverly Hills Cop,316360478.0,234760478.0,74.2,81600000.0,25.8,1984,105.0,102.0,901.0,Action|Comedy|Crime,126464,3464,English,USA,R,7.3,0
329,457,Air Force One,315156409.0,172956409.0,54.9,142200000.0,45.1,1997,124.0,249.0,11000.0,Action|Adventure|Drama|Thriller,146134,23603,English,USA,R,6.4,0
330,458,The Expendables 2,314975955.0,85028192.0,27.0,229947763.0,73.0,2012,103.0,165.0,26000.0,Action|Adventure|Thriller,246803,57881,English,USA,R,6.7,108000
331,459,Chicken Little,314432837.0,135386665.0,43.1,179046172.0,56.9,2005,81.0,10.0,925.0,Adventure|Animation|Comedy|Family|Sci-Fi,63912,2252,English,USA,G,5.8,912
332,460,As Good as It Gets,314178011.0,148478011.0,47.3,165700000.0,52.7,1997,139.0,274.0,625.0,Comedy|Drama|Romance,224671,1474,English,USA,PG-13,7.7,11000
333,461,The Polar Express,313500433.0,187224490.0,59.7,126275943.0,40.3,2004,100.0,0.0,15000.0,Adventure|Animation|Family|Fantasy,120798,16264,English,USA,G,6.6,10000
334,464,Austin Powers: The Spy Who Shagged Me,312016928.0,206040086.0,66.0,105976842.0,34.0,1999,95.0,116.0,45000.0,Action|Adventure|Comedy|Crime,181225,47203,English,USA,PG-13,6.6,0
335,466,Ocean's Thirteen,311312624.0,117154724.0,37.6,194157900.0,62.4,2007,122.0,0.0,14000.0,Crime|Thriller,256928,43499,English,USA,PG-13,6.9,0
336,467,Little Fockers,310650585.0,148438600.0,47.8,162211985.0,52.2,2010,98.0,80.0,22000.0,Comedy|Romance,85531,24082,English,USA,PG-13,5.5,0
337,468,Bolt,309979994.0,114053579.0,36.8,195926415.0,63.2,2008,96.0,59.0,17000.0,Adventure|Animation|Comedy|Drama|Family,146766,20007,English,USA,PG,6.9,0
338,469,Ransom,309492681.0,136492681.0,44.1,173000000.0,55.9,1996,139.0,2000.0,960.0,Crime|Thriller,98989,3667,English,USA,R,6.6,1000
339,470,Runaway Bride,309460292.0,152257509.0,49.2,157202783.0,50.8,1999,116.0,0.0,8000.0,Comedy|Romance,74274,12790,English,USA,PG,5.5,0
340,471,The Blind Side,309208309.0,255959475.0,82.8,53248834.0,17.200000000000006,2009,129.0,102.0,768.0,Biography|Drama|Sport,223127,3389,English,USA,PG-13,7.7,38000
341,474,The Fault in Our Stars,307166834.0,124872350.0,40.6,182294484.0,59.4,2014,133.0,131.0,8000.0,Drama|Romance,249688,10565,English,USA,PG-13,7.8,93000
342,475,The Pursuit of Happyness,307127625.0,163566459.0,53.3,143561166.0,46.7,2006,117.0,125.0,10000.0,Biography|Drama,338383,11036,English,USA,PG-13,8.0,32000
343,476,Rise of the Guardians,306941670.0,103412758.0,33.7,203528912.0,66.3,2012,97.0,52.0,20000.0,Adventure|Animation|Family|Fantasy,123553,20645,English,USA,PG,7.3,25000
344,477,Close Encounters of the Third Kind,306898466.0,135189114.0,44.0,171709352.0,56.0,1977,135.0,14000.0,559.0,Drama|Sci-Fi,139288,1591,English,USA,PG,7.7,0
345,478,Chicago,306776732.0,170687518.0,55.6,136089214.0,44.4,2002,113.0,252.0,539.0,Comedy|Crime|Musical,172080,813,English,USA,PG-13,7.2,0
346,482,A Good Day to Die Hard,304654182.0,67349198.0,22.1,237304984.0,77.9,2013,101.0,212.0,13000.0,Action|Thriller,165618,15481,English,USA,R,5.3,66000
347,483,Mulan,304320254.0,120620254.0,39.6,183700000.0,60.4,1998,88.0,7.0,2000.0,Adventure|Animation|Family|Fantasy|Musical|War,171792,4478,English,USA,G,7.5,12000
348,486,Battleship,303025485.0,65422625.0,21.6,237602860.0,78.4,2012,131.0,532.0,14000.0,Action|Adventure|Sci-Fi|Thriller,202382,26679,English,USA,PG-13,5.9,44000
349,487,Liar Liar,302710615.0,181410615.0,59.9,121300000.0,40.1,1997,86.0,293.0,509.0,Comedy|Fantasy|Romance,220392,2070,English,USA,PG-13,6.8,0
350,488,G.I. Joe: The Rise of Cobra,302469017.0,150201498.0,49.7,152267519.0,50.3,2009,118.0,208.0,23000.0,Action|Adventure|Sci-Fi|Thriller,174578,26683,English,USA,PG-13,5.8,0
351,489,Wrath of the Titans,301970083.0,83670083.0,27.7,218300000.0,72.3,2012,99.0,473.0,14000.0,Action|Adventure|Fantasy,152826,16184,English,USA,PG-13,5.8,19000
352,490,Fantastic 4: Rise of the Silver Surfer,301913131.0,131921738.0,43.7,169991393.0,56.3,2007,92.0,167.0,11000.0,Action|Adventure|Sci-Fi|Thriller,213275,15302,English,USA,PG,5.6,0
353,491,Hook,300854823.0,119654823.0,39.8,181200000.0,60.2,1991,142.0,14000.0,49000.0,Adventure|Comedy|Family|Fantasy,182802,64259,English,USA,PG,6.7,13000
354,493,Superman,300451603.0,134451603.0,44.8,166000000.0,55.2,1978,188.0,503.0,10000.0,Action|Adventure|Drama|Romance|Sci-Fi,126357,12940,English,USA,PG,7.3,0
355,494,Rambo: First Blood Part II,300400432.0,150415432.0,50.1,149985000.0,49.9,1985,96.0,170.0,13000.0,Action|Adventure|Thriller|War,117606,15662,English,USA,R,6.4,0
356,495,Resident Evil: Afterlife,300228084.0,60128566.0,20.0,240099518.0,80.0,2010,97.0,545.0,14000.0,Action|Adventure|Horror|Sci-Fi,131447,16098,English,Germany,R,5.9,19000
357,497,Stuart Little,300135367.0,140035367.0,46.7,160100000.0,53.3,1999,84.0,50.0,979.0,Adventure|Comedy|Family|Fantasy,94172,3382,English,Germany,PG,5.9,0
358,498,Beverly Hills Cop II,299965036.0,153665036.0,51.2,146300000.0,48.8,1987,100.0,12000.0,936.0,Action|Comedy|Crime|Thriller,84824,4121,English,USA,R,6.4,0
359,499,Alice Through the Looking Glass,299457024.0,77041381.0,25.7,222415643.0,74.3,2016,113.0,33.0,40000.0,Adventure|Family|Fantasy,21352,80806,English,USA,PG,6.4,30000
360,500,My Best Friend's Wedding,299288605.0,127120029.0,42.5,172168576.0,57.5,1997,105.0,29.0,8000.0,Comedy|Romance,98199,12344,English,USA,PG-13,6.3,0
361,501,Real Steel,299268508.0,85468508.0,28.6,213800000.0,71.4,2011,127.0,189.0,20000.0,Action|Drama|Sci-Fi|Sport,254841,22254,English,USA,PG-13,7.1,36000
362,504,Insurgent,297002527.0,130179072.0,43.8,166823455.0,56.2,2015,119.0,124.0,14000.0,Adventure|Sci-Fi|Thriller,154621,22622,English,USA,PG-13,6.3,27000
363,506,Austin Powers in Goldmember,296938801.0,213307889.0,71.8,83630912.0,28.200000000000006,2002,94.0,116.0,645.0,Action|Comedy|Crime,162909,2725,English,USA,PG-13,6.2,0
364,508,X-Men,296339528.0,157299718.0,53.1,139039810.0,46.9,2000,104.0,0.0,20000.0,Action|Adventure|Sci-Fi,452928,21397,English,USA,PG-13,7.4,0
365,510,Ghostbusters,295743767.0,242582079.0,82.0,53161688.0,18.0,1984,116.0,176.0,783.0,Action|Comedy|Fantasy|Sci-Fi,69757,2097,English,USA,PG-13,5.5,62000
366,511,Shutter Island,294804195.0,128012934.0,43.4,166791261.0,56.6,2010,138.0,17000.0,29000.0,Mystery|Thriller,786092,29585,English,USA,R,8.1,53000
367,512,Doctor Dolittle,294456605.0,144156605.0,49.0,150300000.0,51.0,1998,85.0,84.0,1000.0,Comedy|Family|Fantasy,74343,4166,English,USA,PG-13,5.3,694
368,513,Bee Movie,293514336.0,126631277.0,43.1,166883059.0,56.9,2007,91.0,58.0,2000.0,Adventure|Animation|Comedy|Family,105902,6576,English,USA,PG,6.2,0
369,514,Salt,293503354.0,118311368.0,40.3,175191986.0,59.7,2010,101.0,176.0,11000.0,Action|Crime|Mystery|Thriller,245621,12406,English,USA,PG-13,6.4,23000
370,515,G-Force,292817841.0,119436770.0,40.8,173381071.0,59.2,2009,88.0,12.0,730.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,33042,2217,English,USA,PG,5.1,0
371,516,The Departed,291465034.0,132384315.0,45.4,159080719.0,54.6,2006,151.0,17000.0,29000.0,Crime|Drama|Thriller,873649,45648,English,USA,R,8.5,29000
372,517,What Lies Beneath,291420351.0,155464351.0,53.4,135956000.0,46.6,2000,130.0,0.0,11000.0,Drama|Fantasy|Horror|Mystery|Thriller,98403,12890,English,USA,PG-13,6.6,0
373,519,The Bourne Supremacy,290835269.0,176241941.0,60.6,114593328.0,39.4,2004,108.0,521.0,13000.0,Action|Mystery|Thriller,348232,14161,English,USA,PG-13,7.8,0
374,520,Sex and the City 2,290745055.0,95347692.0,32.8,195397363.0,67.2,2010,146.0,127.0,962.0,Comedy|Drama|Romance,59581,4555,English,USA,R,4.3,0
375,521,Shakespeare in Love,289317794.0,100317794.0,34.7,189000000.0,65.3,1998,123.0,108.0,1000.0,Comedy|Drama|Romance,175524,1690,English,USA,R,7.2,0
376,522,Divergent,288885818.0,150947895.0,52.2,137937923.0,47.8,2014,139.0,168.0,14000.0,Adventure|Mystery|Sci-Fi,341058,22226,English,USA,PG-13,6.7,49000
377,525,Bridesmaids,288383523.0,169106725.0,58.6,119276798.0,41.4,2011,131.0,176.0,722.0,Comedy|Romance,218711,3229,English,USA,R,6.8,27000
378,527,Casper,287928194.0,100328194.0,34.8,187600000.0,65.2,1995,100.0,52.0,795.0,Comedy|Family|Fantasy,85903,2638,English,USA,PG,6.0,0
379,528,American Pie 2,287553595.0,145103595.0,50.5,142450000.0,49.5,2001,108.0,6.0,3000.0,Comedy,200260,7872,English,USA,R,6.4,0
380,529,Pitch Perfect 2,287144079.0,184296230.0,64.2,102847849.0,35.8,2015,115.0,0.0,10000.0,Comedy|Music,97697,13159,English,USA,PG-13,6.5,40000
381,530,The Green Mile,286801374.0,136801374.0,47.7,150000000.0,52.3,1999,189.0,0.0,15000.0,Crime|Drama|Fantasy|Mystery,782610,17716,English,USA,R,8.5,30000
382,531,Oblivion,286168572.0,89107235.0,31.1,197061337.0,68.9,2013,124.0,364.0,11000.0,Action|Adventure|Mystery|Sci-Fi,387436,22004,English,USA,PG-13,7.0,71000
383,532,Elysium,286140700.0,93050117.0,32.5,193090583.0,67.5,2013,109.0,662.0,13000.0,Action|Drama|Sci-Fi|Thriller,338087,17689,English,USA,R,6.6,61000
384,533,Lethal Weapon 4,285444603.0,130444603.0,45.7,155000000.0,54.3,1998,127.0,503.0,5000.0,Action|Crime|Thriller,127497,6171,English,USA,R,6.6,0
385,534,John Carter,284139100.0,73078100.0,25.7,211061000.0,74.3,2012,132.0,475.0,640.0,Action|Adventure|Sci-Fi,212204,1873,English,USA,PG-13,6.6,24000
386,535,Paddington,282839394.0,76271832.0,27.0,206567562.0,73.0,2014,95.0,17.0,838.0,Animation|Comedy|Family|Fantasy,49207,3697,English,UK,PG,7.2,30000
387,536,Turbo,282570682.0,83028128.0,29.4,199542554.0,70.6,2013,96.0,13.0,16000.0,Adventure|Animation|Comedy|Family|Sport,62424,17416,English,USA,PG,6.5,13000
388,537,Bridget Jones's Diary,281929795.0,71543427.0,25.4,210386368.0,74.6,2001,97.0,11.0,14000.0,Comedy|Drama|Romance,171568,16999,English,UK,R,6.7,0
389,538,The Tourist,278780441.0,67631157.0,24.3,211149284.0,75.7,2010,103.0,207.0,40000.0,Action|Romance|Thriller,176606,55175,English,USA,PG-13,6.0,25000
390,541,xXx,277448382.0,142109382.0,51.2,135339000.0,48.8,2002,132.0,357.0,14000.0,Action|Adventure|Thriller,142569,14790,English,USA,PG-13,5.8,10000
391,542,The Bourne Legacy,276144750.0,113203870.0,41.0,162940880.0,59.0,2012,135.0,209.0,10000.0,Action|Adventure|Thriller,229823,12175,English,USA,PG-13,6.7,31000
392,543,Mr. Peabody & Sherman,275698039.0,111506430.0,40.4,164191609.0,59.6,2014,92.0,50.0,3000.0,Adventure|Animation|Comedy|Family|Sci-Fi,47900,5810,English,USA,PG,6.9,11000
393,544,Scooby-Doo,275650703.0,153294164.0,55.6,122356539.0,44.4,2002,86.0,67.0,4000.0,Adventure|Comedy|Mystery,71424,6355,English,USA,PG,4.9,0
394,545,Lincoln,275293450.0,182207973.0,66.2,93085477.0,33.8,2012,150.0,14000.0,23000.0,Biography|Drama|History|War,197412,25517,English,USA,PG-13,7.4,71000
395,546,Lara Croft: Tomb Raider,274703340.0,131168070.0,47.8,143535270.0,52.2,2001,100.0,165.0,11000.0,Action|Adventure|Fantasy|Thriller,157016,12150,English,USA,PG-13,5.7,0
396,548,The Expendables,274470394.0,103068524.0,37.6,171401870.0,62.4,2010,113.0,13000.0,26000.0,Action|Adventure|Thriller,270226,46355,English,USA,R,6.5,57000
397,549,Cloudy with a Chance of Meatballs 2,274325949.0,119793567.0,43.7,154532382.0,56.3,2013,95.0,18.0,622.0,Animation|Comedy|Family|Fantasy|Sci-Fi,64387,848,English,USA,PG,6.5,15000
398,551,The Nutty Professor,273961019.0,128814019.0,47.0,145147000.0,53.0,1996,95.0,293.0,851.0,Comedy|Romance|Sci-Fi,86556,3155,English,USA,PG-13,5.6,960
399,552,Jerry Maguire,273552592.0,153952592.0,56.3,119600000.0,43.7,1996,139.0,488.0,10000.0,Comedy|Drama|Romance|Sport,189923,12182,English,USA,R,7.3,0
400,553,Bad Boys II,273339556.0,138608444.0,50.7,134731112.0,49.3,2003,147.0,0.0,10000.0,Action|Comedy|Crime|Thriller,178126,12954,English,USA,R,6.6,0
401,554,Lilo & Stitch,273144151.0,145794338.0,53.4,127349813.0,46.6,2002,85.0,255.0,1000.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,117212,3112,English,USA,PG,7.2,0
402,555,The Silence of the Lambs,272753884.0,130742922.0,47.9,142010962.0,52.1,1991,138.0,438.0,12000.0,Crime|Drama|Horror|Thriller,887467,13184,English,USA,R,8.6,40000
403,557,Grown Ups,271430189.0,162001186.0,59.7,109429003.0,40.3,2010,102.0,221.0,12000.0,Comedy,181443,28497,English,USA,PG-13,6.0,12000
404,558,Neighbors,270665134.0,150157400.0,55.5,120507734.0,44.5,2014,97.0,89.0,920.0,Comedy,216581,2771,English,USA,R,6.4,21000
405,559,The Firm,270248367.0,158348367.0,58.6,111900000.0,41.4,1993,154.0,521.0,10000.0,Drama|Mystery|Thriller,88844,14244,English,USA,R,6.8,0
406,560,We're the Millers,269994119.0,150394119.0,55.7,119600000.0,44.3,2012,118.0,43.0,740.0,Comedy|Crime,316671,3425,English,USA,R,7.0,35000
407,561,Gran Torino,269958228.0,148095302.0,54.9,121862926.0,45.1,2008,116.0,16000.0,16000.0,Drama,561773,17347,English,USA,R,8.2,28000
408,563,American Gangster,269755430.0,130164645.0,48.2,139590785.0,51.8,2007,176.0,0.0,18000.0,Biography|Crime|Drama,324671,20354,English,USA,R,7.8,0
409,564,Epic,268426634.0,107518682.0,40.1,160907952.0,59.9,2013,102.0,77.0,14000.0,Adventure|Animation|Family|Fantasy,85833,14552,English,USA,PG,6.7,17000
410,565,Exodus: Gods and Kings,268175631.0,65014513.0,24.2,203161118.0,75.8,2014,150.0,0.0,23000.0,Action|Adventure|Drama,128694,26489,English,UK,PG-13,6.1,51000
411,566,Bambi,267447150.0,102247150.0,38.2,165200000.0,61.8,1942,70.0,11.0,16.0,Animation|Drama|Family,94225,63,English,USA,Approved,7.4,0
412,567,The Princess and the Frog,267045765.0,104400899.0,39.1,162644866.0,60.9,2009,97.0,63.0,852.0,Animation|Family|Fantasy|Musical|Romance,89351,2480,English,USA,G,7.1,5000
413,568,Batman Returns,266903053.0,162902340.0,61.0,104000713.0,39.0,1992,126.0,13000.0,920.0,Action,215255,2899,English,USA,PG-13,7.0,0
414,570,Something's Gotta Give,265328738.0,124728738.0,47.0,140600000.0,53.0,2003,128.0,278.0,18000.0,Comedy|Drama|Romance,91092,22679,English,USA,PG-13,6.7,0
415,571,Bridget Jones: The Edge of Reason,265126918.0,40226215.0,15.2,224900703.0,84.8,2004,108.0,17.0,14000.0,Comedy|Drama|Romance,74315,15634,English,UK,R,5.9,0
416,572,The Incredible Hulk,264770996.0,134806913.0,50.9,129964083.0,49.1,2008,135.0,255.0,3000.0,Action|Adventure|Sci-Fi,326286,5811,English,USA,PG-13,6.8,0
417,573,Waterworld,264218220.0,88246220.0,33.4,175972000.0,66.6,1995,176.0,58.0,711.0,Action|Adventure|Sci-Fi|Thriller,144337,1004,English,USA,PG-13,6.1,0
418,574,The Truman Show,264118201.0,125618201.0,47.6,138500000.0,52.4,1998,103.0,608.0,2000.0,Comedy|Drama|Sci-Fi,667983,3698,English,USA,PG,8.1,18000
419,575,Charlie's Angels,264105545.0,125305545.0,47.4,138800000.0,52.6,2000,94.0,368.0,13000.0,Action|Adventure|Comedy|Crime|Thriller,145350,15419,English,USA,PG-13,5.5,0
420,576,The Fifth Element,264029966.0,63820180.0,24.2,200209786.0,75.8,1997,126.0,0.0,14000.0,Action|Adventure|Sci-Fi,343274,39319,English,France,PG-13,7.7,18000
421,578,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,262552893.0,128505958.0,48.9,134046935.0,51.1,2006,82.0,119.0,332.0,Comedy,297014,505,English,USA,R,7.3,0
422,579,Robots,262511490.0,128200012.0,48.8,134311478.0,51.2,2005,91.0,77.0,1000.0,Adventure|Animation|Comedy|Family|Sci-Fi,103022,1804,English,USA,PG,6.3,0
423,580,Knight and Day,261989769.0,76423035.0,29.2,185566734.0,70.8,2008,117.0,446.0,10000.0,Action|Comedy|Romance,148280,12731,English,USA,PG-13,6.3,11000
424,581,Total Recall,261317921.0,119412921.0,45.7,141905000.0,54.3,1990,113.0,719.0,605.0,Action|Sci-Fi,240241,1441,English,USA,R,7.5,0
425,582,This Is It,261183588.0,72091016.0,27.6,189092572.0,72.4,2009,111.0,197.0,433.0,Documentary|Music,33158,679,English,USA,PG,7.3,0
426,584,The Lone Ranger,260502115.0,89302115.0,34.3,171200000.0,65.7,2013,150.0,563.0,40000.0,Action|Adventure|Western,181792,45757,English,USA,PG-13,6.5,48000
427,585,Super 8,260095986.0,127004179.0,48.8,133091807.0,51.2,2011,112.0,14000.0,1000.0,Mystery|Sci-Fi|Thriller,287822,3388,English,USA,PG-13,7.1,37000
428,588,Charlie's Angels: Full Throttle,259175788.0,100830111.0,38.9,158345677.0,61.1,2003,107.0,368.0,2000.0,Action|Adventure|Comedy|Crime,100821,4046,English,USA,PG-13,4.8,0
429,589,Rush Hour 3,258097122.0,140125968.0,54.3,117971154.0,45.7,2007,91.0,420.0,268.0,Action|Comedy|Crime|Thriller,121084,1125,English,USA,PG-13,6.2,0
430,590,The Full Monty,257938649.0,45950122.0,17.8,211988527.0,82.2,1997,91.0,11.0,1000.0,Comedy|Drama|Music,82232,2323,English,UK,R,7.2,0
431,592,Annabelle,257047661.0,84273813.0,32.8,172773848.0,67.2,2014,99.0,40.0,1000.0,Horror|Mystery,81699,2323,English,USA,R,5.4,45000
432,593,The Village,256697520.0,114197520.0,44.5,142500000.0,55.5,2003,108.0,0.0,3000.0,Drama|Mystery|Romance|Thriller,193770,7273,English,USA,PG-13,6.5,0
433,595,Erin Brockovich,256271286.0,125595205.0,49.0,130676081.0,51.0,2000,131.0,0.0,8000.0,Biography|Drama,135246,10003,English,USA,R,7.3,0
