,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,IMDb Score,Movie Facebook Likes
133,192,Madagascar,542063846.0,193595521.0,35.7,348468325.0,64.3,2005,86.0,35.0,851.0,Adventure|Animation|Comedy|Family,266636,1777,English,USA,PG,6.9,0
134,193,World War Z,540007876.0,202359711.0,37.5,337648165.0,62.5,2013,123.0,395.0,17000.0,Action|Adventure|Horror|Sci-Fi|Thriller,465019,32392,English,USA,PG-13,7.0,129000
135,194,Brave,538983207.0,237283207.0,44.0,301700000.0,56.0,2012,93.0,56.0,2000.0,Adventure|Animation|Comedy|Family|Fantasy,273556,5005,English,USA,PG,7.2,39000
136,195,The Simpsons Movie,536414270.0,183135014.0,34.1,353279256.0,65.9,2007,87.0,30.0,745.0,Adventure|Animation|Comedy,259083,3086,English,USA,PG-13,7.4,0
137,196,The Revenant,532950503.0,183637894.0,34.5,349312609.0,65.5,2015,156.0,0.0,29000.0,Adventure|Drama|Thriller|Western,406020,57108,English,USA,R,8.1,190000
138,203,Sherlock Holmes,524028679.0,209028679.0,39.9,315000000.0,60.1,2009,128.0,0.0,21000.0,Action|Adventure|Crime|Mystery|Thriller,477300,23996,English,USA,PG-13,7.6,20000
139,204,Meet the Fockers,522657936.0,279261160.0,53.4,243396776.0,46.6,2004,106.0,116.0,22000.0,Comedy|Romance,211296,24938,English,USA,PG-13,6.3,0
140,206,WALL·E,521311860.0,223808164.0,42.9,297503696.0,57.1,2008,98.0,475.0,1000.0,Adventure|Animation|Family|Sci-Fi,718837,2975,English,USA,G,8.4,16000
141,207,Kung Fu Panda 3,521170825.0,143528619.0,27.5,377642206.0,72.5,2016,95.0,5.0,24000.0,Action|Adventure|Animation|Comedy|Family,64322,36095,English,USA,PG,7.2,24000
142,208,Terminator 2: Judgment Day,520884847.0,205881154.0,39.5,315003693.0,60.5,1991,153.0,0.0,780.0,Action|Sci-Fi,744891,2829,English,USA,R,8.5,13000
143,209,Ant-Man,519311965.0,180202163.0,34.7,339109802.0,65.3,2015,117.0,235.0,2000.0,Action|Adventure|Comedy|Sci-Fi,313866,5730,English,USA,PG-13,7.4,61000
144,211,Ghost,505809505.0,217631306.0,43.0,288178199.0,57.0,1990,127.0,109.0,2000.0,Drama|Fantasy|Romance|Thriller,154199,3100,English,USA,PG-13,7.0,0
145,212,Aladdin,504050219.0,217350219.0,43.1,286700000.0,56.9,1992,90.0,63.0,49000.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,260939,52970,English,USA,G,8.0,0
146,213,Rio 2,498781117.0,131538435.0,26.4,367242682.0,73.6,2014,101.0,107.0,688.0,Adventure|Animation|Comedy|Family|Musical,58498,1031,English,USA,G,6.4,0
147,214,Troy,497409852.0,133378256.0,26.8,364031596.0,73.2,2004,196.0,249.0,11000.0,Adventure,381672,17944,English,USA,R,7.2,0
148,215,Toy Story 2,497374776.0,245852179.0,49.4,251522597.0,50.6,1999,82.0,487.0,15000.0,Adventure|Animation|Comedy|Family|Fantasy,385871,21275,English,USA,G,7.9,0
149,216,How to Train Your Dragon,494878759.0,217581231.0,44.0,277297528.0,56.0,2010,98.0,255.0,18000.0,Adventure|Animation|Family|Fantasy,485430,20453,English,USA,PG,8.2,33000
150,217,Twister,494471524.0,241721524.0,48.9,252750000.0,51.1,1996,113.0,101.0,22000.0,Action|Adventure|Drama|Thriller,144053,26239,English,USA,PG-13,6.3,0
151,218,Oz the Great and Powerful,493311825.0,234911825.0,47.6,258400000.0,52.4,2013,130.0,0.0,44000.0,Adventure|Family|Fantasy,175413,73441,English,USA,PG,6.4,60000
152,219,Clash of the Titans,493214993.0,163214888.0,33.1,330000105.0,66.9,2010,106.0,255.0,14000.0,Action|Adventure|Fantasy,229679,18003,English,USA,PG-13,5.8,15000
153,222,Mr. & Mrs. Smith,487287646.0,186336279.0,38.2,300951367.0,61.8,2005,126.0,218.0,11000.0,Action|Comedy|Crime|Romance|Thriller,348861,22722,English,USA,PG-13,6.5,0
154,223,Angels & Demons,485930816.0,133375846.0,27.4,352554970.0,72.6,2009,146.0,2000.0,15000.0,Mystery|Thriller,207839,16948,English,USA,PG-13,6.7,0
155,225,Bruce Almighty,484592874.0,242829261.0,50.1,241763613.0,49.9,2003,101.0,293.0,11000.0,Comedy|Drama,296904,21276,English,USA,PG-13,6.7,0
156,226,Shrek,484409218.0,267665011.0,55.3,216744207.0,44.7,2001,90.0,80.0,145.0,Adventure|Animation|Comedy|Family|Fantasy,467113,275,English,USA,PG,7.9,0
157,227,Rio,483866518.0,143619809.0,29.7,340246709.0,70.3,2011,96.0,107.0,11000.0,Adventure|Animation|Comedy|Family|Musical,165333,12071,English,USA,G,7.0,19000
158,228,Saving Private Ryan,482349603.0,217049603.0,45.0,265300000.0,55.0,1998,169.0,14000.0,15000.0,Action|Drama|War,881236,44998,English,USA,R,8.6,22000
159,229,Rise of the Planet of the Apes,481800873.0,176760185.0,36.7,305040688.0,63.3,2011,105.0,81.0,11000.0,Action|Drama|Sci-Fi|Thriller,403836,13118,English,USA,PG-13,7.6,47000
160,230,Home Alone,477063114.0,285761243.0,59.9,191301871.0,40.1,1990,103.0,0.0,3000.0,Comedy|Family,311075,7521,English,USA,PG,7.5,20000
161,231,Star Wars: Episode VI - Return of the Jedi,475347111.0,309306177.0,65.1,166040934.0,34.90000000000001,1983,134.0,37.0,11000.0,Action|Adventure|Fantasy|Sci-Fi,681857,13649,English,USA,PG,8.4,14000
162,232,Charlie and the Chocolate Factory,474968763.0,206459076.0,43.5,268509687.0,56.5,2005,115.0,13000.0,40000.0,Adventure|Comedy|Family|Fantasy,320284,57844,English,USA,PG,6.7,0
163,233,Hotel Transylvania 2,474800000.0,169700110.0,35.7,305099890.0,64.3,2015,89.0,266.0,12000.0,Animation|Comedy|Family|Fantasy,56501,26839,English,USA,PG,6.7,16000
164,234,Indiana Jones and the Last Crusade,474310887.0,197171806.0,41.6,277139081.0,58.4,1989,127.0,14000.0,11000.0,Action|Adventure|Fantasy,515306,12884,English,USA,PG-13,8.3,0
165,235,San Andreas,473990832.0,155190832.0,32.7,318800000.0,67.3,2015,114.0,62.0,12000.0,Action|Adventure|Drama|Thriller,147497,16718,English,USA,PG-13,6.1,52000
166,237,Wreck-It Ralph,471222889.0,189422889.0,40.2,281800000.0,59.8,2012,101.0,66.0,975.0,Adventure|Animation|Comedy|Family|Sci-Fi,272534,4451,English,USA,PG,7.8,40000
167,238,Jaws,471203004.0,260000000.0,55.2,211203004.0,44.8,1975,130.0,14000.0,813.0,Adventure|Drama|Thriller,412454,2047,English,USA,PG,8.0,21000
168,239,The Hangover,469310836.0,277322503.0,59.1,191988333.0,40.9,2009,108.0,480.0,14000.0,Comedy,583341,17623,English,USA,R,7.8,24000
169,240,The Lego Movie,468060692.0,257760692.0,55.1,210300000.0,44.9,2014,100.0,97.0,11000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,246698,22128,English,Australia,PG,7.8,64000
170,242,Star Trek Into Darkness,467365246.0,228778661.0,49.0,238586585.0,51.0,2013,132.0,14000.0,19000.0,Action|Adventure|Sci-Fi,395573,21411,English,USA,PG-13,7.8,92000
171,243,The Matrix,465343787.0,171479930.0,36.8,293863857.0,63.2,1999,136.0,0.0,18000.0,Action|Sci-Fi,1217752,18563,English,USA,R,8.7,25000
172,244,Pretty Woman,463406268.0,178406268.0,38.5,285000000.0,61.5,1990,125.0,0.0,8000.0,Comedy|Romance,213476,11135,English,USA,R,6.9,11000
173,245,Cars,461983149.0,244082982.0,52.8,217900167.0,47.2,2006,117.0,487.0,1000.0,Adventure|Animation|Comedy|Family|Sport,263853,4905,English,USA,G,7.2,0
174,246,Gladiator,460583960.0,187705427.0,40.8,272878533.0,59.2,2000,171.0,0.0,3000.0,Action|Drama|Romance,982637,6521,English,USA,R,8.5,21000
175,247,X-Men: The Last Stand,460435291.0,234362462.0,50.9,226072829.0,49.1,2006,104.0,420.0,20000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,383427,21714,English,Canada,PG-13,6.8,0
176,249,Lucy,458863600.0,126663600.0,27.6,332200000.0,72.4,2014,89.0,0.0,19000.0,Action|Sci-Fi|Thriller,327367,32325,English,France,R,6.4,83000
177,250,Mission: Impossible,457731198.0,180981856.0,39.5,276749342.0,60.5,1996,110.0,0.0,10000.0,Action|Adventure|Thriller,300542,12760,English,USA,PG-13,7.1,0
178,251,300,456068181.0,210614939.0,46.2,245453242.0,53.8,2007,117.0,0.0,18000.0,Action|Drama|Fantasy|War,607235,32360,English,USA,R,7.7,13000
179,252,The Last Samurai,454627263.0,111127263.0,24.4,343500000.0,75.6,2003,154.0,380.0,10000.0,Action|Drama|History|War,317166,11945,English,USA,R,7.7,0
180,254,Ocean's Eleven,450717150.0,183417150.0,40.7,267300000.0,59.3,2001,116.0,0.0,11000.0,Crime|Thriller,402645,13028,English,USA,PG-13,7.8,0
181,256,Thor,449326618.0,181030624.0,40.3,268295994.0,59.7,2011,115.0,0.0,26000.0,Action|Adventure|Fantasy,536314,60059,English,USA,PG-13,7.0,63000
182,257,Pearl Harbor,449220945.0,198542554.0,44.2,250678391.0,55.8,2001,184.0,0.0,3000.0,Action|Drama|History|Romance|War,254111,5401,English,USA,PG-13,6.1,0
183,260,Men in Black II,445135288.0,193735288.0,43.5,251400000.0,56.5,2002,88.0,188.0,10000.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,270207,14823,English,USA,PG-13,6.1,2000
184,261,The Bourne Ultimatum,444100035.0,227471070.0,51.2,216628965.0,48.8,2007,115.0,521.0,13000.0,Action|Mystery|Thriller,491077,17369,English,USA,PG-13,8.1,0
185,262,The Mummy Returns,443280904.0,202019785.0,45.6,241261119.0,54.4,2001,130.0,208.0,12000.0,Action|Adventure|Fantasy|Thriller,248045,15972,English,USA,PG-13,6.3,0
186,263,Alvin and the Chipmunks: The Squeakquel,443140005.0,219614612.0,49.6,223525393.0,50.4,2009,88.0,84.0,1000.0,Animation|Comedy|Family|Fantasy|Music,31649,5227,English,USA,PG,4.5,2000
187,264,Les Misérables,441809770.0,148809770.0,33.7,293000000.0,66.3,2012,158.0,0.0,20000.0,Drama|Musical|Romance,243834,46204,English,USA,PG-13,7.6,144000
188,265,The Exorcist,441306145.0,232906145.0,52.8,208400000.0,47.2,1973,132.0,607.0,1000.0,Horror,284252,2466,English,USA,R,8.0,18000
189,266,Mrs. Doubtfire,441286195.0,219195243.0,49.7,222090952.0,50.3,1993,125.0,0.0,49000.0,Comedy|Drama|Family|Romance,181380,52201,English,USA,PG-13,6.9,0
190,267,Terminator Genisys,440603537.0,89760956.0,20.4,350842581.0,79.6,2015,126.0,230.0,24000.0,Action|Adventure|Sci-Fi,188457,38873,English,USA,PG-13,6.6,82000
191,269,Warcraft,439048914.0,47365290.0,10.8,391683624.0,89.2,2016,123.0,0.0,3000.0,Action|Adventure|Fantasy,111609,5505,English,USA,PG-13,7.3,89000
192,272,Terminator 3: Rise of the Machines,433371112.0,150371112.0,34.7,283000000.0,65.3,2003,109.0,84.0,648.0,Action|Sci-Fi,305340,1769,English,USA,R,6.4,0
193,274,Die Another Day,431971116.0,160942139.0,37.3,271028977.0,62.7,2002,133.0,93.0,769.0,Action|Adventure|Thriller,169914,2538,English,UK,PG-13,6.1,0
194,276,Cast Away,429632142.0,233632142.0,54.4,196000000.0,45.6,2000,143.0,0.0,15000.0,Adventure|Drama|Romance,394317,15838,English,USA,PG-13,7.7,23000
195,277,Rampage,428028233.0,101028233.0,23.6,327000000.0,76.4,2018,80.0,892.0,986.0,Action|Crime|Thriller,15091,3197,English,Canada,R,6.3,0
196,278,The King's Speech,427374317.0,138797449.0,32.5,288576868.0,67.5,2010,118.0,0.0,14000.0,Biography|Drama|History|Romance,503631,15732,English,UK,R,8.0,64000
197,279,The Matrix Revolutions,427344031.0,139313948.0,32.6,288030083.0,67.4,2003,129.0,0.0,309.0,Action|Sci-Fi,364948,1062,English,Australia,R,6.7,0
198,281,Django Unchained,425368238.0,162805434.0,38.3,262562804.0,61.7,2012,165.0,16000.0,29000.0,Drama|Western,955174,40978,English,USA,R,8.5,199000
199,282,Dances with Wolves,424208848.0,184208848.0,43.4,240000000.0,56.6,1990,236.0,0.0,933.0,Adventure|Drama|Western,186485,2398,English,USA,PG-13,8.0,0
200,283,The Chronicles of Narnia: Prince Caspian,419665568.0,141621490.0,33.8,278044078.0,66.2,2008,150.0,80.0,22000.0,Action|Adventure|Family|Fantasy,149922,22697,English,USA,PG,6.6,0
201,287,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217.0,104386950.0,25.1,311299267.0,74.9,2010,113.0,150.0,531.0,Adventure|Family|Fantasy,106446,764,English,USA,PG,6.3,11000
202,288,Jason Bourne,415484914.0,162434410.0,39.1,253050504.0,60.9,2016,123.0,521.0,13000.0,Action|Thriller,40123,13752,English,UK,PG-13,7.1,31000
203,289,The Wolverine,414828246.0,132556852.0,32.0,282271394.0,68.0,2013,138.0,446.0,20000.0,Action|Adventure|Sci-Fi|Thriller,328067,23755,English,USA,PG-13,6.7,68000
204,291,Night at the Museum: Battle of the Smithsonian,413106170.0,177243721.0,42.9,235862449.0,57.1,2009,105.0,189.0,49000.0,Adventure|Comedy|Family|Fantasy,130272,54039,English,USA,PG,5.9,2000
205,292,Batman,411556825.0,251348343.0,61.1,160208482.0,38.9,1989,126.0,13000.0,920.0,Action|Adventure,269033,2725,English,USA,PG-13,7.6,12000
206,293,The Bodyguard,411006740.0,122006740.0,29.7,289000000.0,70.3,1992,129.0,81.0,970.0,Action|Drama|Music|Romance,89972,2551,English,USA,R,6.1,0
207,294,Pacific Rim,411002906.0,101802906.0,24.8,309200000.0,75.2,2013,131.0,0.0,16000.0,Action|Adventure|Sci-Fi,381148,19166,English,USA,PG-13,7.0,83000
208,298,Twilight,408424673.0,193962473.0,47.5,214462200.0,52.5,2008,122.0,308.0,17000.0,Drama|Fantasy|Romance,348007,44060,English,USA,PG-13,5.2,19000
209,299,Signs,408247917.0,227966634.0,55.8,180281283.0,44.2,2002,106.0,0.0,710.0,Drama|Sci-Fi|Thriller,271592,1675,English,USA,PG-13,6.7,0
210,303,Toy Story,404265438.0,222498679.0,55.0,181766759.0,45.0,1995,74.0,487.0,15000.0,Adventure|Animation|Comedy|Family|Fantasy,623757,19046,English,USA,G,8.3,0
211,304,The Mummy: Tomb of the Dragon Emperor,403449830.0,102491776.0,25.4,300958054.0,74.6,2008,112.0,357.0,5000.0,Action|Adventure|Fantasy|Horror|Thriller,117927,9131,English,USA,PG-13,5.2,0
212,305,Prometheus,403354469.0,126477084.0,31.4,276877385.0,68.6,2012,124.0,0.0,13000.0,Adventure|Mystery|Sci-Fi,456260,24098,English,USA,R,7.0,97000
213,306,Gone with the Wind,402352579.0,200852579.0,49.9,201500000.0,50.1,1939,226.0,149.0,503.0,Drama|History|Romance|War,215340,1862,English,USA,G,8.2,16000
214,307,TRON: Legacy,400062763.0,172062763.0,43.0,228000000.0,57.0,2010,125.0,364.0,12000.0,Action|Adventure|Sci-Fi,264186,25549,English,USA,PG,6.8,30000
215,308,Mission: Impossible III,398479497.0,134029801.0,33.6,264449696.0,66.4,2005,124.0,14000.0,22000.0,Action|Adventure|Thriller,256695,34817,English,USA,PG-13,6.9,0
216,309,Grease,396961563.0,189969103.0,47.9,206992460.0,52.1,1978,110.0,116.0,1000.0,Musical|Romance,170027,5127,English,USA,PG-13,7.2,13000
217,310,Snow White and the Huntsman,396592829.0,155332381.0,39.2,241260448.0,60.8,2012,132.0,274.0,26000.0,Action|Adventure|Drama|Fantasy,228554,72881,English,USA,PG-13,6.1,53000
218,313,The Wolf of Wall Street,392000694.0,116900694.0,29.8,275100000.0,70.2,2013,240.0,17000.0,29000.0,Biography|Comedy|Crime|Drama,780588,46057,English,USA,R,8.2,138000
219,314,Superman Returns,391081192.0,200081192.0,51.2,191000000.0,48.8,2006,169.0,0.0,18000.0,Action|Adventure|Sci-Fi,240396,29991,English,USA,PG-13,6.1,0
220,315,Robin Hood: Prince of Thieves,390493908.0,165493908.0,42.4,225000000.0,57.6,1991,155.0,58.0,25000.0,Action|Adventure|Drama|Romance,145257,38518,English,USA,PG-13,6.9,0
221,316,Raiders of the Lost Ark,390133212.0,248159971.0,63.6,141973241.0,36.4,1981,115.0,14000.0,11000.0,Action|Adventure,661017,12906,English,USA,PG,8.5,16000
222,317,Independence Day: Resurgence,389681935.0,103144286.0,26.5,286537649.0,73.5,2016,120.0,776.0,890.0,Action|Adventure|Sci-Fi,58137,3233,English,USA,PG-13,5.5,67000
223,318,Back to the Future,388355305.0,211159762.0,54.4,177195543.0,45.6,1985,116.0,0.0,1000.0,Adventure|Comedy|Sci-Fi,732212,3230,English,USA,PG,8.5,39000
224,319,Live Free or Die Hard,388156011.0,134529403.0,34.7,253626608.0,65.3,2007,129.0,235.0,13000.0,Action|Adventure|Thriller,336235,13961,English,USA,PG-13,7.2,0
225,322,Home,386041607.0,177397510.0,46.0,208644097.0,54.0,2015,94.0,12.0,17000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,70121,17883,English,USA,PG,6.7,26000
226,323,Star Trek,385680446.0,257730019.0,66.8,127950427.0,33.2,2009,127.0,14000.0,26000.0,Action|Adventure|Sci-Fi,504419,39284,English,USA,PG-13,8.0,19000
227,324,Happy Feet,384335608.0,198000317.0,51.5,186335291.0,48.5,2006,108.0,750.0,49000.0,Animation|Comedy|Family|Music|Romance,132501,70996,English,USA,PG,6.5,0
228,326,Ice Age,383257136.0,176387405.0,46.0,206869731.0,54.0,2002,103.0,77.0,1000.0,Adventure|Animation|Comedy|Family,328159,5437,English,USA,PG,7.6,3000
229,328,Monsters vs. Aliens,381509870.0,198351526.0,52.0,183158344.0,48.0,2009,94.0,11.0,1000.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,114553,2579,English,USA,PG,6.5,0
230,330,True Lies,378882411.0,146282411.0,38.6,232600000.0,61.4,1994,141.0,0.0,2000.0,Action|Comedy|Thriller,190439,4528,English,USA,R,7.2,0
231,331,Slumdog Millionaire,378060798.0,141319928.0,37.4,236740870.0,62.6,2008,120.0,0.0,668.0,Drama|Romance,641997,820,English,UK,R,8.0,13000
232,332,Taken 2,376141306.0,139854287.0,37.2,236287019.0,62.8,2012,98.0,118.0,14000.0,Action|Crime|Thriller,238671,16410,English,France,PG-13,6.3,63000
233,333,G.I. Joe: Retaliation,375740705.0,122523060.0,32.6,253217645.0,67.4,2013,122.0,209.0,17000.0,Action|Adventure|Sci-Fi|Thriller,146352,31958,English,USA,PG-13,5.8,42000
234,335,Mad Max: Fury Road,375209362.0,154058340.0,41.1,221151022.0,58.9,2015,120.0,750.0,27000.0,Action|Adventure|Sci-Fi|Thriller,552503,40025,English,Australia,R,8.1,191000
235,336,Shark Tale,374583879.0,160861908.0,42.9,213721971.0,57.1,2004,90.0,10.0,22000.0,Adventure|Animation|Comedy|Family,132415,63165,English,USA,PG,6.0,0
236,338,What Women Want,374111707.0,182811707.0,48.9,191300000.0,51.1,2000,127.0,278.0,2000.0,Comedy|Fantasy|Romance,158864,5838,English,USA,PG-13,6.4,0
237,339,The Adventures of Tintin,373993951.0,77591831.0,20.8,296402120.0,79.2,2011,107.0,14000.0,2000.0,Action|Adventure|Family|Mystery,177383,4631,English,USA,PG,7.4,44000
238,340,Penguins of Madagascar,373515621.0,83850911.0,22.4,289664710.0,77.6,2014,92.0,35.0,19000.0,Adventure|Animation|Comedy|Family,60230,19963,English,USA,PG,6.7,11000
239,341,Batman Begins,373413297.0,206852432.0,55.4,166560865.0,44.6,2005,128.0,22000.0,23000.0,Action|Adventure,980946,59558,English,USA,PG-13,8.3,15000
240,342,X-Men Origins: Wolverine,373062864.0,179883157.0,48.2,193179707.0,51.8,2009,119.0,151.0,20000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,361924,40054,English,USA,PG-13,6.7,0
241,343,The Golden Compass,372234864.0,70107728.0,18.8,302127136.0,81.2,2007,113.0,129.0,16000.0,Adventure|Family|Fantasy,149019,24106,English,USA,PG-13,6.1,0
242,345,Hitch,371594210.0,179495555.0,48.3,192098655.0,51.7,2005,118.0,72.0,10000.0,Comedy|Romance,244840,13426,English,USA,PG-13,6.6,0
243,346,Terminator Salvation,371353001.0,125322469.0,33.8,246030532.0,66.2,2009,118.0,368.0,23000.0,Action|Adventure|Sci-Fi,286095,27468,English,USA,PG-13,6.6,0
244,347,Captain America: The First Avenger,370569774.0,176654505.0,47.7,193915269.0,52.3,2011,124.0,394.0,11000.0,Action|Adventure|Sci-Fi,508818,19761,English,USA,PG-13,6.9,46000
245,348,Edge of Tomorrow,370541256.0,100206256.0,27.0,270335000.0,73.0,2014,113.0,218.0,10000.0,Action|Adventure|Sci-Fi,431620,12652,English,USA,PG-13,7.9,77000
246,349,There's Something About Mary,369884651.0,176484651.0,47.7,193400000.0,52.3,1998,107.0,101.0,931.0,Comedy|Romance,247289,4664,English,USA,R,7.1,0
247,350,Gone Girl,369330363.0,167767189.0,45.4,201563174.0,54.6,2014,149.0,21000.0,835.0,Crime|Drama|Mystery|Thriller,569841,4348,English,USA,R,8.1,146000
248,351,The Fugitive,368875760.0,183875760.0,49.8,185000000.0,50.2,1993,130.0,99.0,11000.0,Action|Adventure|Crime|Drama|Mystery|Thriller,213668,13357,English,USA,PG-13,7.8,0
249,352,Jurassic Park III,368780809.0,181171875.0,49.1,187608934.0,50.9,2001,92.0,394.0,693.0,Action|Adventure|Sci-Fi|Thriller,219501,2574,English,USA,PG-13,5.9,0
250,353,My Big Fat Greek Wedding,368744044.0,241438208.0,65.5,127305836.0,34.5,2002,95.0,38.0,567.0,Comedy|Family|Romance,102071,1495,English,USA,PG,6.6,5000
251,355,Die Hard with a Vengeance,366236538.0,100012499.0,27.3,266224039.0,72.7,1995,128.0,323.0,13000.0,Action|Adventure|Thriller,299258,14274,English,USA,R,7.6,0
252,358,Alvin and the Chipmunks,365352546.0,217326974.0,59.5,148025572.0,40.5,2007,92.0,25.0,1000.0,Animation|Comedy|Family|Fantasy|Music,57276,2847,English,USA,PG,5.2,0
253,359,Home Alone 2: Lost in New York,365154932.0,173585516.0,47.5,191569416.0,52.5,1992,120.0,0.0,3000.0,Adventure|Comedy|Family,200077,7860,English,USA,PG,6.6,0
254,360,Notting Hill,363944522.0,116089678.0,31.9,247854844.0,68.1,1999,124.0,50.0,8000.0,Comedy|Drama|Romance,203269,9255,English,UK,PG-13,7.0,11000
255,361,A Bug's Life,363258859.0,162798565.0,44.8,200460294.0,55.2,1998,95.0,487.0,18000.0,Adventure|Animation|Comedy|Family|Fantasy,211226,24205,English,USA,G,7.2,0
256,362,Night at the Museum: Secret of the Tomb,363204635.0,113746621.0,31.3,249458014.0,68.7,2014,98.0,189.0,49000.0,Adventure|Comedy|Family|Fantasy,67223,53587,English,USA,PG,6.2,11000
257,364,Ocean's Twelve,362744280.0,125544280.0,34.6,237200000.0,65.4,2004,125.0,0.0,11000.0,Crime|Thriller,284852,19359,English,USA,PG-13,6.4,0
258,365,Planet of the Apes,362211740.0,180011740.0,49.7,182200000.0,50.3,2001,119.0,13000.0,1000.0,Action|Adventure|Sci-Fi|Thriller,177729,2776,English,USA,PG-13,5.7,0
259,367,The World Is Not Enough,361832400.0,126943684.0,35.1,234888716.0,64.9,1999,128.0,150.0,766.0,Action|Adventure|Thriller,157519,2037,English,UK,PG-13,6.4,2000
260,370,Noah,359200044.0,101200044.0,28.2,258000000.0,71.8,2014,138.0,0.0,12000.0,Action|Adventure|Drama,200022,32355,English,USA,PG-13,5.8,71000
261,371,The Karate Kid,359126022.0,176591618.0,49.2,182534404.0,50.8,2010,126.0,80.0,668.0,Action|Drama|Family|Sport,126916,2004,English,USA,PG,7.2,0
262,373,Hotel Transylvania,358375603.0,148313048.0,41.4,210062555.0,58.6,2011,91.0,266.0,12000.0,Animation|Comedy|Family|Fantasy,164148,37142,English,USA,PG,7.1,28000
263,374,Minority Report,358372926.0,132072926.0,36.8,226300000.0,63.2,2002,145.0,14000.0,10000.0,Action|Mystery|Sci-Fi|Thriller,399651,12546,English,USA,PG-13,7.7,0
264,375,Top Gun,356830601.0,179800601.0,50.4,177030000.0,49.6,1986,110.0,12000.0,10000.0,Action|Drama|Romance,219171,13069,English,USA,PG,6.9,19000
265,376,The Legend of Tarzan,356700357.0,126643061.0,35.5,230057296.0,64.5,2016,110.0,282.0,11000.0,Action|Adventure|Drama|Romance,42372,21175,English,USA,PG-13,6.6,29000
266,377,American Beauty,356296601.0,130096601.0,36.5,226200000.0,63.5,1999,122.0,0.0,18000.0,Drama,822500,19078,English,USA,R,8.4,22000
267,378,Apollo 13,355237933.0,173837933.0,48.9,181400000.0,51.1,1995,140.0,2000.0,15000.0,Adventure|Drama|History,208817,17171,English,USA,PG,7.6,5000
268,379,Rain Man,354825435.0,172825435.0,48.7,182000000.0,51.3,1988,133.0,272.0,10000.0,Drama,383784,12285,English,USA,R,8.0,12000
269,380,The Great Gatsby,353641895.0,144840419.0,41.0,208801476.0,59.0,2013,143.0,1000.0,29000.0,Drama|Romance,362912,29770,English,Australia,PG-13,7.3,115000
270,382,"I, Robot",353133898.0,144801023.0,41.0,208332875.0,59.0,2004,115.0,295.0,10000.0,Action|Mystery|Sci-Fi|Thriller,387632,12068,English,USA,PG-13,7.1,0
271,385,X-Men: First Class,352616690.0,146408305.0,41.5,206208385.0,58.5,2011,132.0,905.0,34000.0,Action|Adventure|Sci-Fi,518537,50983,English,USA,PG-13,7.8,54000
272,386,The Angry Birds Movie,352333929.0,107509366.0,30.5,244824563.0,69.5,2016,97.0,6.0,22000.0,Action|Animation|Comedy|Family,27130,24350,English,USA,PG,6.3,14000
273,387,GoldenEye,352194034.0,106429941.0,30.2,245764093.0,69.8,1995,130.0,258.0,394.0,Action|Adventure|Thriller,199025,1784,English,UK,PG-13,7.2,0
274,388,Catch Me If You Can,352114312.0,164615351.0,46.8,187498961.0,53.2,2002,141.0,14000.0,29000.0,Biography|Crime|Drama,525801,48153,English,USA,PG-13,8.0,15000
275,389,Now You See Me,351723989.0,117723989.0,33.5,234000000.0,66.5,2013,125.0,255.0,11000.0,Crime|Mystery|Thriller,447979,13312,English,USA,PG-13,7.3,105000
276,391,The Mask,351583407.0,119938730.0,34.1,231644677.0,65.9,1994,114.0,55.0,789.0,Action|Comedy|Crime|Fantasy,265818,2085,English,USA,PG-13,6.9,0
277,393,Speed,350448145.0,121248145.0,34.6,229200000.0,65.4,1994,116.0,101.0,18000.0,Action|Adventure|Crime|Thriller,260981,20966,English,USA,R,7.2,0
278,394,Dinosaur,349822765.0,137748063.0,39.4,212074702.0,60.6,2000,82.0,0.0,1000.0,Adventure|Animation|Family|Thriller,38438,2945,English,USA,PG,6.5,0
279,396,Deep Impact,349464664.0,140464664.0,40.2,209000000.0,59.8,1998,120.0,75.0,11000.0,Action|Drama|Romance|Sci-Fi|Thriller,135601,22750,English,USA,PG-13,6.1,0
280,398,The Maze Runner,348319861.0,102427862.0,29.4,245891999.0,70.6,2014,113.0,47.0,988.0,Action|Mystery|Sci-Fi|Thriller,310903,1783,English,USA,PG-13,6.8,38000
281,399,Spirited Away,347742810.0,13750644.0,4.0,333992166.0,96.0,2001,125.0,6000.0,17.0,Adventure|Animation|Family|Fantasy,417971,44,Japanese,Japan,PG,8.6,28000
282,400,The Smurfs 2,347545360.0,71017784.0,20.4,276527576.0,79.6,2013,105.0,67.0,681.0,Adventure|Animation|Comedy|Family|Fantasy,27257,914,English,USA,PG,5.4,0
