,Unnamed: 0_x,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year_x,Unnamed: 0_y,Color,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,Year_y,IMDb Score,Movie Facebook Likes
246,348,349,There's Something About Mary,369884651.0,176484651.0,47.7,193400000.0,52.3,1998,2082,Color,107.0,101.0,931.0,Comedy|Romance,247289,4664,English,USA,R,1998,7.1,0
247,349,350,Gone Girl,369330363.0,167767189.0,45.4,201563174.0,54.6,2014,715,Color,149.0,21000.0,835.0,Crime|Drama|Mystery|Thriller,569841,4348,English,USA,R,2014,8.1,146000
248,350,351,The Fugitive,368875760.0,183875760.0,49.8,185000000.0,50.2,1993,1138,Color,130.0,99.0,11000.0,Action|Adventure|Crime|Drama|Mystery|Thriller,213668,13357,English,USA,PG-13,1993,7.8,0
249,351,352,Jurassic Park III,368780809.0,181171875.0,49.1,187608934.0,50.9,2001,344,Color,92.0,394.0,693.0,Action|Adventure|Sci-Fi|Thriller,219501,2574,English,USA,PG-13,2001,5.9,0
250,352,353,My Big Fat Greek Wedding,368744044.0,241438208.0,65.5,127305836.0,34.5,2002,3737,Color,95.0,38.0,567.0,Comedy|Family|Romance,102071,1495,English,USA,PG,2002,6.6,5000
251,353,355,Die Hard with a Vengeance,366236538.0,100012499.0,27.3,266224039.0,72.7,1995,365,Color,128.0,323.0,13000.0,Action|Adventure|Thriller,299258,14274,English,USA,R,1995,7.6,0
252,356,358,Alvin and the Chipmunks,365352546.0,217326974.0,59.5,148025572.0,40.5,2007,837,Color,92.0,25.0,1000.0,Animation|Comedy|Family|Fantasy|Music,57276,2847,English,USA,PG,2007,5.2,0
253,357,359,Home Alone 2: Lost in New York,365154932.0,173585516.0,47.5,191569416.0,52.5,1992,2153,Color,120.0,0.0,3000.0,Adventure|Comedy|Family,200077,7860,English,USA,PG,1992,6.6,0
254,358,360,Notting Hill,363944522.0,116089678.0,31.9,247854844.0,68.1,1999,1155,Color,124.0,50.0,8000.0,Comedy|Drama|Romance,203269,9255,English,UK,PG-13,1999,7.0,11000
255,359,361,A Bug's Life,363258859.0,162798565.0,44.8,200460294.0,55.2,1998,1095,Color,95.0,487.0,18000.0,Adventure|Animation|Comedy|Family|Fantasy,211226,24205,English,USA,G,1998,7.2,0
256,360,362,Night at the Museum: Secret of the Tomb,363204635.0,113746621.0,31.3,249458014.0,68.7,2014,200,Color,98.0,189.0,49000.0,Adventure|Comedy|Family|Fantasy,67223,53587,English,USA,PG,2014,6.2,11000
257,362,364,Ocean's Twelve,362744280.0,125544280.0,34.6,237200000.0,65.4,2004,254,Color,125.0,0.0,11000.0,Crime|Thriller,284852,19359,English,USA,PG-13,2004,6.4,0
258,363,365,Planet of the Apes,362211740.0,180011740.0,49.7,182200000.0,50.3,2001,3908,Color,119.0,13000.0,1000.0,Action|Adventure|Sci-Fi|Thriller,177729,2776,English,USA,PG-13,2001,5.7,0
259,365,367,The World Is Not Enough,361832400.0,126943684.0,35.1,234888716.0,64.9,1999,172,Color,128.0,150.0,766.0,Action|Adventure|Thriller,157519,2037,English,UK,PG-13,1999,6.4,2000
260,368,370,Noah,359200044.0,101200044.0,28.2,258000000.0,71.8,2014,193,Color,138.0,0.0,12000.0,Action|Adventure|Drama,200022,32355,English,USA,PG-13,2014,5.8,71000
261,369,371,The Karate Kid,359126022.0,176591618.0,49.2,182534404.0,50.8,2010,3351,Color,126.0,80.0,668.0,Action|Drama|Family|Sport,126916,2004,English,USA,PG,1984,7.2,0
262,371,373,Hotel Transylvania,358375603.0,148313048.0,41.4,210062555.0,58.6,2011,402,Color,91.0,266.0,12000.0,Animation|Comedy|Family|Fantasy,164148,37142,English,USA,PG,2012,7.1,28000
263,372,374,Minority Report,358372926.0,132072926.0,36.8,226300000.0,63.2,2002,284,Color,145.0,14000.0,10000.0,Action|Mystery|Sci-Fi|Thriller,399651,12546,English,USA,PG-13,2002,7.7,0
264,373,375,Top Gun,356830601.0,179800601.0,50.4,177030000.0,49.6,1986,2604,Color,110.0,12000.0,10000.0,Action|Drama|Romance,219171,13069,English,USA,PG,1986,6.9,19000
265,374,376,The Legend of Tarzan,356700357.0,126643061.0,35.5,230057296.0,64.5,2016,137,Color,110.0,282.0,11000.0,Action|Adventure|Drama|Romance,42372,21175,English,USA,PG-13,2016,6.6,29000
266,375,377,American Beauty,356296601.0,130096601.0,36.5,226200000.0,63.5,1999,2606,Color,122.0,0.0,18000.0,Drama,822500,19078,English,USA,R,1999,8.4,22000
267,376,378,Apollo 13,355237933.0,173837933.0,48.9,181400000.0,51.1,1995,655,Color,140.0,2000.0,15000.0,Adventure|Drama|History,208817,17171,English,USA,PG,1995,7.6,5000
268,377,379,Rain Man,354825435.0,172825435.0,48.7,182000000.0,51.3,1988,1868,Color,133.0,272.0,10000.0,Drama,383784,12285,English,USA,R,1988,8.0,12000
269,378,380,The Great Gatsby,353641895.0,144840419.0,41.0,208801476.0,59.0,2013,50,Color,143.0,1000.0,29000.0,Drama|Romance,362912,29770,English,Australia,PG-13,2013,7.3,115000
270,380,382,"I, Robot",353133898.0,144801023.0,41.0,208332875.0,59.0,2004,274,Color,115.0,295.0,10000.0,Action|Mystery|Sci-Fi|Thriller,387632,12068,English,USA,PG-13,2004,7.1,0
271,383,385,X-Men: First Class,352616690.0,146408305.0,41.5,206208385.0,58.5,2011,102,Color,132.0,905.0,34000.0,Action|Adventure|Sci-Fi,518537,50983,English,USA,PG-13,2011,7.8,54000
272,384,386,The Angry Birds Movie,352333929.0,107509366.0,30.5,244824563.0,69.5,2016,567,Color,97.0,6.0,22000.0,Action|Animation|Comedy|Family,27130,24350,English,USA,PG,2016,6.3,14000
273,385,387,GoldenEye,352194034.0,106429941.0,30.2,245764093.0,69.8,1995,717,Color,130.0,258.0,394.0,Action|Adventure|Thriller,199025,1784,English,UK,PG-13,1995,7.2,0
274,386,388,Catch Me If You Can,352114312.0,164615351.0,46.8,187498961.0,53.2,2002,911,Color,141.0,14000.0,29000.0,Biography|Crime|Drama,525801,48153,English,USA,PG-13,2002,8.0,15000
275,387,389,Now You See Me,351723989.0,117723989.0,33.5,234000000.0,66.5,2013,534,Color,125.0,255.0,11000.0,Crime|Mystery|Thriller,447979,13312,English,USA,PG-13,2013,7.3,105000
276,389,391,The Mask,351583407.0,119938730.0,34.1,231644677.0,65.9,1994,2392,Color,114.0,55.0,789.0,Action|Comedy|Crime|Fantasy,265818,2085,English,USA,PG-13,1994,6.9,0
277,391,393,Speed,350448145.0,121248145.0,34.6,229200000.0,65.4,1994,1589,Color,116.0,101.0,18000.0,Action|Adventure|Crime|Thriller,260981,20966,English,USA,R,1994,7.2,0
278,392,394,Dinosaur,349822765.0,137748063.0,39.4,212074702.0,60.6,2000,198,Color,82.0,0.0,1000.0,Adventure|Animation|Family|Thriller,38438,2945,English,USA,PG,2000,6.5,0
279,394,396,Deep Impact,349464664.0,140464664.0,40.2,209000000.0,59.8,1998,445,Color,120.0,75.0,11000.0,Action|Drama|Romance|Sci-Fi|Thriller,135601,22750,English,USA,PG-13,1998,6.1,0
280,396,398,The Maze Runner,348319861.0,102427862.0,29.4,245891999.0,70.6,2014,1511,Color,113.0,47.0,988.0,Action|Mystery|Sci-Fi|Thriller,310903,1783,English,USA,PG-13,2014,6.8,38000
281,397,399,Spirited Away,347742810.0,13750644.0,4.0,333992166.0,96.0,2001,2373,Color,125.0,6000.0,17.0,Adventure|Animation|Family|Fantasy,417971,44,Japanese,Japan,PG,2001,8.6,28000
282,398,400,The Smurfs 2,347545360.0,71017784.0,20.4,276527576.0,79.6,2013,266,Color,105.0,67.0,681.0,Adventure|Animation|Comedy|Family|Fantasy,27257,914,English,USA,PG,2013,5.4,0
283,399,401,National Treasure,347512318.0,173008894.0,49.8,174503424.0,50.2,2004,300,Color,131.0,226.0,12000.0,Action|Adventure|Comedy|Family|Mystery,255447,13679,English,USA,PG,2004,6.9,0
284,400,402,Rush Hour 2,347325802.0,226164286.0,65.1,121161516.0,34.90000000000001,2001,355,Color,90.0,420.0,191.0,Action|Comedy|Crime|Thriller,160440,664,English,USA,PG-13,2001,6.6,0
285,403,405,Pocahontas,346079773.0,141579773.0,40.9,204500000.0,59.1,1995,839,Color,84.0,12.0,23000.0,Adventure|Animation|Drama|Family|History|Musical|Romance,119675,26754,English,USA,G,1995,6.6,0
286,404,406,How the Grinch Stole Christmas,345141403.0,260044825.0,75.3,85096578.0,24.700000000000006,2000,218,Color,110.0,2000.0,1000.0,Comedy|Family|Fantasy,141414,4146,English,USA,PG,2000,6.0,0
287,405,407,Star Trek Beyond,343471816.0,158848340.0,46.2,184623476.0,53.8,2016,57,Color,122.0,681.0,998.0,Action|Adventure|Sci-Fi|Thriller,53607,1327,English,USA,PG-13,2016,7.5,30000
288,406,408,Alvin and the Chipmunks: Chipwrecked,342695435.0,133110742.0,38.8,209584693.0,61.2,2011,448,Color,87.0,31.0,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Music,22838,4073,English,USA,G,2011,4.4,0
289,407,409,Wanted,342463063.0,134508551.0,39.3,207954512.0,60.7,2008,527,Color,110.0,335.0,11000.0,Action|Crime|Fantasy|Thriller,299852,25763,English,USA,R,2008,6.7,0
290,408,410,The Flintstones,341631208.0,130531208.0,38.2,211100000.0,61.8,1994,1073,Color,91.0,32.0,924.0,Comedy|Family|Fantasy,60884,3244,English,USA,PG,1994,4.8,0
291,410,412,Enchanted,340487652.0,127807262.0,37.5,212680390.0,62.5,2007,403,Color,107.0,36.0,283.0,Animation|Comedy|Family|Fantasy|Musical|Romance,142496,662,English,USA,PG,2007,7.1,0
292,411,413,Over the Hedge,339795890.0,155019340.0,45.6,184776550.0,54.4,2006,442,Color,83.0,12.0,13000.0,Adventure|Animation|Comedy|Family,127345,22813,English,USA,PG,2006,6.8,0
293,412,414,300: Rise of an Empire,337580051.0,106580051.0,31.6,231000000.0,68.4,2014,261,Color,102.0,263.0,6000.0,Action|Drama|Fantasy|War,225273,10583,English,USA,R,2014,6.2,71000
294,413,415,Batman Forever,336567531.0,184069126.0,54.7,152498405.0,45.3,1995,309,Color,121.0,541.0,920.0,Action|Adventure|Fantasy,190786,2880,English,USA,PG-13,1995,5.4,0
295,414,416,Prince of Persia: The Sands of Time,336365676.0,90759676.0,27.0,245606000.0,73.0,2009,51,Color,116.0,179.0,15000.0,Action|Adventure|Fantasy|Romance,222403,16149,English,USA,PG-13,2010,6.6,23000
296,415,417,Back to the Future Part II,335949377.0,119000002.0,35.4,216949375.0,64.6,1989,1188,Color,108.0,0.0,1000.0,Adventure|Comedy|Sci-Fi,340085,3660,English,USA,PG,1989,7.8,12000
297,416,418,The Curious Case of Benjamin Button,335802786.0,127509326.0,38.0,208293460.0,62.0,2008,101,Color,166.0,21000.0,11000.0,Drama|Fantasy|Romance,459346,13333,English,USA,PG-13,2008,7.8,23000
298,417,419,Journey 2: The Mysterious Island,335260290.0,103860290.0,31.0,231400000.0,69.0,2012,510,Color,94.0,62.0,14000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,67296,27842,English,USA,PG,2012,5.8,0
299,418,420,The Rock,335062621.0,134069511.0,40.0,200993110.0,60.0,1996,528,Color,136.0,0.0,12000.0,Action|Adventure|Thriller,259492,15999,English,USA,R,1996,7.4,51000
300,420,422,Now You See Me 2,334897606.0,65075540.0,19.4,269822066.0,80.6,2016,380,Color,129.0,209.0,11000.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,40862,23031,English,USA,PG-13,2016,6.9,15000
301,421,424,Fantastic Four,333535934.0,154696080.0,46.4,178839854.0,53.6,2005,389,Color,100.0,128.0,596.0,Action|Adventure|Sci-Fi,110486,1261,English,USA,PG-13,2015,4.3,41000
302,422,425,Indiana Jones and the Temple of Doom,333107271.0,179870271.0,54.0,153237000.0,46.0,1984,1749,Color,118.0,14000.0,11000.0,Action|Adventure,329969,11898,English,USA,PG,1984,7.6,0
303,423,426,Tomorrow Never Dies,333011068.0,125304276.0,37.6,207706792.0,62.4,1997,252,Color,119.0,55.0,811.0,Action|Adventure|Thriller,149680,2958,English,UK,PG-13,1997,6.5,0
304,424,427,The Good Dinosaur,332207671.0,123087120.0,37.0,209120551.0,63.0,2015,55,Color,93.0,113.0,275.0,Adventure|Animation|Comedy|Family|Fantasy,62836,696,English,USA,PG,2015,6.8,20000
305,425,428,22 Jump Street,331333876.0,191719337.0,57.9,139614539.0,42.1,2014,939,Color,112.0,97.0,17000.0,Action|Comedy|Crime,258186,19428,English,USA,R,2014,7.1,24000
306,426,429,Meet the Parents,330444045.0,166244045.0,50.3,164200000.0,49.7,2000,838,Color,108.0,116.0,22000.0,Comedy,260442,24286,English,USA,PG-13,2000,7.0,0
307,428,431,Black Swan,329398046.0,106954678.0,32.5,222443368.0,67.5,2010,2835,Color,108.0,0.0,20000.0,Drama|Thriller,551363,38072,English,USA,R,2010,8.0,106000
308,430,433,The Perfect Storm,328718434.0,182618434.0,55.6,146100000.0,44.4,2000,221,Color,130.0,249.0,784.0,Action|Adventure|Drama|Thriller,133076,2684,English,USA,PG-13,2000,6.4,0
309,431,434,Crocodile Dundee,328203506.0,174803506.0,53.3,153400000.0,46.7,1986,3323,Color,93.0,4.0,442.0,Adventure|Comedy,74743,822,English,Australia,PG-13,1986,6.5,0
310,432,435,The Devil Wears Prada,327893740.0,124740460.0,38.0,203153280.0,62.0,2006,1408,Color,109.0,64.0,11000.0,Comedy|Drama|Romance,286178,23923,English,USA,PG-13,2006,6.8,0
311,433,437,Se7en,327333559.0,100125643.0,30.6,227207916.0,69.4,1995,1600,Color,127.0,21000.0,11000.0,Crime|Drama|Mystery|Thriller,1023511,22678,English,USA,R,1995,8.6,39000
312,435,439,Taken 3,326479141.0,89256424.0,27.3,237222717.0,72.7,2015,1053,Color,115.0,118.0,14000.0,Action|Thriller,133436,16967,English,France,PG-13,2014,6.0,38000
313,436,440,The Hunchback of Notre Dame,325338851.0,100138851.0,30.8,225200000.0,69.2,1996,297,Color,91.0,21.0,2000.0,Animation|Drama|Family|Musical|Romance,102933,4842,English,USA,G,1996,6.9,0
314,437,441,A Christmas Carol,325286646.0,137855863.0,42.4,187430783.0,57.6,2009,61,Color,96.0,0.0,18000.0,Animation|Drama|Family|Fantasy,72809,48878,English,USA,PG,2009,6.8,0
315,438,442,The SpongeBob Movie: Sponge Out of Water,325186032.0,162994032.0,50.1,162192000.0,49.9,2015,586,Color,92.0,5.0,870.0,Adventure|Animation|Comedy|Family|Fantasy,34359,5217,English,USA,PG,2015,6.0,16000
316,439,443,Schindler's List,322243445.0,96898818.0,30.1,225344627.0,69.9,1993,1874, Black and White,185.0,14000.0,14000.0,Biography|Drama|History,865020,15233,English,USA,R,1993,8.9,41000
317,440,444,Megamind,321885765.0,148415853.0,46.1,173469912.0,53.9,2010,201,Color,95.0,96.0,24000.0,Action|Animation|Comedy|Family|Sci-Fi,172754,46120,English,USA,PG,2010,7.3,13000
318,441,445,Lethal Weapon 3,321731527.0,144731527.0,45.0,177000000.0,55.0,1992,1402,Color,121.0,503.0,808.0,Action|Crime|Thriller,128010,1446,English,USA,R,1992,6.7,0
319,442,446,The Ugly Truth,321682600.0,88915214.0,27.6,232767386.0,72.4,2009,1340,Color,96.0,126.0,18000.0,Comedy|Romance,163665,22436,English,USA,R,2009,6.5,9000
320,443,447,Robin Hood,321669741.0,105269730.0,32.7,216400011.0,67.3,2010,22,Color,156.0,0.0,891.0,Action|Adventure|Drama|History,211765,3244,English,USA,PG-13,2010,6.7,17000
321,444,448,Inglourious Basterds,321455689.0,120540719.0,37.5,200914970.0,62.5,2009,588,Color,153.0,16000.0,13000.0,Adventure|Drama|War,885175,36741,English,USA,R,2009,8.3,42000
322,446,450,The Conjuring 2,320392818.0,102470008.0,32.0,217922810.0,68.0,2016,1196,Color,134.0,0.0,1000.0,Horror|Mystery|Thriller,64989,2676,English,USA,R,2016,7.8,40000
323,447,451,Fatal Attraction,320145693.0,156645693.0,48.9,163500000.0,51.1,1987,2763,Color,119.0,213.0,886.0,Drama|Romance|Thriller,55101,1639,English,USA,R,1987,6.9,3000
324,448,452,The Last Airbender,319713881.0,131772187.0,41.2,187941694.0,58.8,2010,140,Color,103.0,0.0,1000.0,Action|Adventure|Family|Fantasy,118951,2857,English,USA,PG,2010,4.2,18000
325,449,453,The Conjuring,319494638.0,137400141.0,43.0,182094497.0,57.0,2013,2163,Color,112.0,0.0,6000.0,Horror|Mystery|Thriller,300110,9049,English,USA,R,2013,7.5,131000
326,450,454,The Proposal,317375031.0,163958031.0,51.7,153417000.0,48.3,2009,1186,Color,108.0,98.0,16000.0,Comedy|Drama|Romance,227824,18656,English,USA,PG-13,2009,6.7,10000
327,451,455,A Beautiful Mind,316791257.0,170742341.0,53.9,146048916.0,46.1,2001,508,Color,135.0,2000.0,1000.0,Biography|Drama,610568,2827,English,USA,PG-13,2001,8.2,29000
328,452,456,Beverly Hills Cop,316360478.0,234760478.0,74.2,81600000.0,25.8,1984,2600,Color,105.0,102.0,901.0,Action|Comedy|Crime,126464,3464,English,USA,R,1984,7.3,0
329,453,457,Air Force One,315156409.0,172956409.0,54.9,142200000.0,45.1,1997,399,Color,124.0,249.0,11000.0,Action|Adventure|Drama|Thriller,146134,23603,English,USA,R,1997,6.4,0
330,454,458,The Expendables 2,314975955.0,85028192.0,27.0,229947763.0,73.0,2012,299,Color,103.0,165.0,26000.0,Action|Adventure|Thriller,246803,57881,English,USA,R,2012,6.7,108000
331,455,459,Chicken Little,314432837.0,135386665.0,43.1,179046172.0,56.9,2005,714,Color,81.0,10.0,925.0,Adventure|Animation|Comedy|Family|Sci-Fi,63912,2252,English,USA,G,2005,5.8,912
332,456,460,As Good as It Gets,314178011.0,148478011.0,47.3,165700000.0,52.7,1997,932,Color,139.0,274.0,625.0,Comedy|Drama|Romance,224671,1474,English,USA,PG-13,1997,7.7,11000
333,457,461,The Polar Express,313500433.0,187224490.0,59.7,126275943.0,40.3,2004,91,Color,100.0,0.0,15000.0,Adventure|Animation|Family|Fantasy,120798,16264,English,USA,G,2004,6.6,10000
334,460,464,Austin Powers: The Spy Who Shagged Me,312016928.0,206040086.0,66.0,105976842.0,34.0,1999,1399,Color,95.0,116.0,45000.0,Action|Adventure|Comedy|Crime,181225,47203,English,USA,PG-13,1999,6.6,0
335,462,466,Ocean's Thirteen,311312624.0,117154724.0,37.6,194157900.0,62.4,2007,411,Color,122.0,0.0,14000.0,Crime|Thriller,256928,43499,English,USA,PG-13,2007,6.9,0
336,463,467,Little Fockers,310650585.0,148438600.0,47.8,162211985.0,52.2,2010,293,Color,98.0,80.0,22000.0,Comedy|Romance,85531,24082,English,USA,PG-13,2010,5.5,0
337,464,468,Bolt,309979994.0,114053579.0,36.8,195926415.0,63.2,2008,131,Color,96.0,59.0,17000.0,Adventure|Animation|Comedy|Drama|Family,146766,20007,English,USA,PG,2008,6.9,0
338,465,469,Ransom,309492681.0,136492681.0,44.1,173000000.0,55.9,1996,587,Color,139.0,2000.0,960.0,Crime|Thriller,98989,3667,English,USA,R,1996,6.6,1000
339,466,470,Runaway Bride,309460292.0,152257509.0,49.2,157202783.0,50.8,1999,584,Color,116.0,0.0,8000.0,Comedy|Romance,74274,12790,English,USA,PG,1999,5.5,0
340,467,471,The Blind Side,309208309.0,255959475.0,82.8,53248834.0,17.200000000000006,2009,1403,Color,129.0,102.0,768.0,Biography|Drama|Sport,223127,3389,English,USA,PG-13,2009,7.7,38000
341,470,474,The Fault in Our Stars,307166834.0,124872350.0,40.6,182294484.0,59.4,2014,2947,Color,133.0,131.0,8000.0,Drama|Romance,249688,10565,English,USA,PG-13,2014,7.8,93000
342,471,475,The Pursuit of Happyness,307127625.0,163566459.0,53.3,143561166.0,46.7,2006,851,Color,117.0,125.0,10000.0,Biography|Drama,338383,11036,English,USA,PG-13,2006,8.0,32000
343,472,476,Rise of the Guardians,306941670.0,103412758.0,33.7,203528912.0,66.3,2012,156,Color,97.0,52.0,20000.0,Adventure|Animation|Family|Fantasy,123553,20645,English,USA,PG,2012,7.3,25000
344,473,477,Close Encounters of the Third Kind,306898466.0,135189114.0,44.0,171709352.0,56.0,1977,2154,Color,135.0,14000.0,559.0,Drama|Sci-Fi,139288,1591,English,USA,PG,1977,7.7,0
345,474,478,Chicago,306776732.0,170687518.0,55.6,136089214.0,44.4,2002,1585, Black and White,113.0,252.0,539.0,Comedy|Crime|Musical,172080,813,English,USA,PG-13,2002,7.2,0
346,478,482,A Good Day to Die Hard,304654182.0,67349198.0,22.1,237304984.0,77.9,2013,347,Color,101.0,212.0,13000.0,Action|Thriller,165618,15481,English,USA,R,2013,5.3,66000
347,479,483,Mulan,304320254.0,120620254.0,39.6,183700000.0,60.4,1998,362,Color,88.0,7.0,2000.0,Adventure|Animation|Family|Fantasy|Musical|War,171792,4478,English,USA,G,1998,7.5,12000
348,482,486,Battleship,303025485.0,65422625.0,21.6,237602860.0,78.4,2012,28,Color,131.0,532.0,14000.0,Action|Adventure|Sci-Fi|Thriller,202382,26679,English,USA,PG-13,2012,5.9,44000
349,483,487,Liar Liar,302710615.0,181410615.0,59.9,121300000.0,40.1,1997,1070,Color,86.0,293.0,509.0,Comedy|Fantasy|Romance,220392,2070,English,USA,PG-13,1997,6.8,0
350,484,488,G.I. Joe: The Rise of Cobra,302469017.0,150201498.0,49.7,152267519.0,50.3,2009,77,Color,118.0,208.0,23000.0,Action|Adventure|Sci-Fi|Thriller,174578,26683,English,USA,PG-13,2009,5.8,0
351,485,489,Wrath of the Titans,301970083.0,83670083.0,27.7,218300000.0,72.3,2012,133,Color,99.0,473.0,14000.0,Action|Adventure|Fantasy,152826,16184,English,USA,PG-13,2012,5.8,19000
352,486,490,Fantastic 4: Rise of the Silver Surfer,301913131.0,131921738.0,43.7,169991393.0,56.3,2007,222,Color,92.0,167.0,11000.0,Action|Adventure|Sci-Fi|Thriller,213275,15302,English,USA,PG,2007,5.6,0
353,487,491,Hook,300854823.0,119654823.0,39.8,181200000.0,60.2,1991,589,Color,142.0,14000.0,49000.0,Adventure|Comedy|Family|Fantasy,182802,64259,English,USA,PG,1991,6.7,13000
354,489,493,Superman,300451603.0,134451603.0,44.8,166000000.0,55.2,1978,840,Color,188.0,503.0,10000.0,Action|Adventure|Drama|Romance|Sci-Fi,126357,12940,English,USA,PG,1978,7.3,0
355,490,494,Rambo: First Blood Part II,300400432.0,150415432.0,50.1,149985000.0,49.9,1985,1141,Color,96.0,170.0,13000.0,Action|Adventure|Thriller|War,117606,15662,English,USA,R,1985,6.4,0
356,491,495,Resident Evil: Afterlife,300228084.0,60128566.0,20.0,240099518.0,80.0,2010,824,Color,97.0,545.0,14000.0,Action|Adventure|Horror|Sci-Fi,131447,16098,English,Germany,R,2010,5.9,19000
357,493,497,Stuart Little,300135367.0,140035367.0,46.7,160100000.0,53.3,1999,276,Color,84.0,50.0,979.0,Adventure|Comedy|Family|Fantasy,94172,3382,English,Germany,PG,1999,5.9,0
358,494,498,Beverly Hills Cop II,299965036.0,153665036.0,51.2,146300000.0,48.8,1987,2156,Color,100.0,12000.0,936.0,Action|Comedy|Crime|Thriller,84824,4121,English,USA,R,1987,6.4,0
359,495,499,Alice Through the Looking Glass,299457024.0,77041381.0,25.7,222415643.0,74.3,2016,106,Color,113.0,33.0,40000.0,Adventure|Family|Fantasy,21352,80806,English,USA,PG,2016,6.4,30000
360,496,500,My Best Friend's Wedding,299288605.0,127120029.0,42.5,172168576.0,57.5,1997,1064,Color,105.0,29.0,8000.0,Comedy|Romance,98199,12344,English,USA,PG-13,1997,6.3,0
361,497,501,Real Steel,299268508.0,85468508.0,28.6,213800000.0,71.4,2011,265,Color,127.0,189.0,20000.0,Action|Drama|Sci-Fi|Sport,254841,22254,English,USA,PG-13,2011,7.1,36000
362,500,504,Insurgent,297002527.0,130179072.0,43.8,166823455.0,56.2,2015,256,Color,119.0,124.0,14000.0,Adventure|Sci-Fi|Thriller,154621,22622,English,USA,PG-13,2015,6.3,27000
363,502,506,Austin Powers in Goldmember,296938801.0,213307889.0,71.8,83630912.0,28.200000000000006,2002,695,Color,94.0,116.0,645.0,Action|Comedy|Crime,162909,2725,English,USA,PG-13,2002,6.2,0
364,504,508,X-Men,296339528.0,157299718.0,53.1,139039810.0,46.9,2000,526,Color,104.0,0.0,20000.0,Action|Adventure|Sci-Fi,452928,21397,English,USA,PG-13,2000,7.4,0
365,506,510,Ghostbusters,295743767.0,242582079.0,82.0,53161688.0,18.0,1984,150,Color,116.0,176.0,783.0,Action|Comedy|Fantasy|Sci-Fi,69757,2097,English,USA,PG-13,2016,5.5,62000
366,507,511,Shutter Island,294804195.0,128012934.0,43.4,166791261.0,56.6,2010,452,Color,138.0,17000.0,29000.0,Mystery|Thriller,786092,29585,English,USA,R,2010,8.1,53000
367,508,512,Doctor Dolittle,294456605.0,144156605.0,49.0,150300000.0,51.0,1998,580,Color,85.0,84.0,1000.0,Comedy|Family|Fantasy,74343,4166,English,USA,PG-13,1998,5.3,694
368,509,513,Bee Movie,293514336.0,126631277.0,43.1,166883059.0,56.9,2007,138,Color,91.0,58.0,2000.0,Adventure|Animation|Comedy|Family,105902,6576,English,USA,PG,2007,6.2,0
369,510,514,Salt,293503354.0,118311368.0,40.3,175191986.0,59.7,2010,192,Color,101.0,176.0,11000.0,Action|Crime|Mystery|Thriller,245621,12406,English,USA,PG-13,2010,6.4,23000
370,511,515,G-Force,292817841.0,119436770.0,40.8,173381071.0,59.2,2009,132,Color,88.0,12.0,730.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,33042,2217,English,USA,PG,2009,5.1,0
371,512,516,The Departed,291465034.0,132384315.0,45.4,159080719.0,54.6,2006,361,Color,151.0,17000.0,29000.0,Crime|Drama|Thriller,873649,45648,English,USA,R,2006,8.5,29000
372,513,517,What Lies Beneath,291420351.0,155464351.0,53.4,135956000.0,46.6,2000,356,Color,130.0,0.0,11000.0,Drama|Fantasy|Horror|Mystery|Thriller,98403,12890,English,USA,PG-13,2000,6.6,0
373,515,519,The Bourne Supremacy,290835269.0,176241941.0,60.6,114593328.0,39.4,2004,398,Color,108.0,521.0,13000.0,Action|Mystery|Thriller,348232,14161,English,USA,PG-13,2004,7.8,0
374,516,520,Sex and the City 2,290745055.0,95347692.0,32.8,195397363.0,67.2,2010,333,Color,146.0,127.0,962.0,Comedy|Drama|Romance,59581,4555,English,USA,R,2010,4.3,0
375,517,521,Shakespeare in Love,289317794.0,100317794.0,34.7,189000000.0,65.3,1998,1835,Color,123.0,108.0,1000.0,Comedy|Drama|Romance,175524,1690,English,USA,R,1998,7.2,0
376,518,522,Divergent,288885818.0,150947895.0,52.2,137937923.0,47.8,2014,413,Color,139.0,168.0,14000.0,Adventure|Mystery|Sci-Fi,341058,22226,English,USA,PG-13,2014,6.7,49000
377,521,525,Bridesmaids,288383523.0,169106725.0,58.6,119276798.0,41.4,2011,1545,Color,131.0,176.0,722.0,Comedy|Romance,218711,3229,English,USA,R,2011,6.8,27000
378,523,527,Casper,287928194.0,100328194.0,34.8,187600000.0,65.2,1995,847,Color,100.0,52.0,795.0,Comedy|Family|Fantasy,85903,2638,English,USA,PG,1995,6.0,0
379,524,528,American Pie 2,287553595.0,145103595.0,50.5,142450000.0,49.5,2001,1587,Color,108.0,6.0,3000.0,Comedy,200260,7872,English,USA,R,2001,6.4,0
380,525,529,Pitch Perfect 2,287144079.0,184296230.0,64.2,102847849.0,35.8,2015,1734,Color,115.0,0.0,10000.0,Comedy|Music,97697,13159,English,USA,PG-13,2015,6.5,40000
